https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume APE,Volume USD
1650531600000,2022-04-21 09:00:00,APE/USD,15.317,15.377,14.988,15.22,5609.575519,85377.73939918
1650528000000,2022-04-21 08:00:00,APE/USD,14.949,15.427,14.879,15.317,5041.127554,77214.95074461799
1650524400000,2022-04-21 07:00:00,APE/USD,14.849,15.053,14.732,14.949,7013.132563,104839.318684287
1650520800000,2022-04-21 06:00:00,APE/USD,14.984,15.101,14.623,14.849,5047.58218,74951.54779082001
1650517200000,2022-04-21 05:00:00,APE/USD,15.559,15.78,14.791,14.984,7852.979462,117669.044258608
1650513600000,2022-04-21 04:00:00,APE/USD,15.545,15.799,15.499,15.559,5667.902497,88186.894950823
1650510000000,2022-04-21 03:00:00,APE/USD,15.686,15.686,15.352,15.545,12244.055073,190333.83610978498
1650506400000,2022-04-21 02:00:00,APE/USD,15.879,16.029,15.574,15.686,11463.942764,179823.40619610398
1650502800000,2022-04-21 01:00:00,APE/USD,16.558,16.558,15.806,15.879,52489.642549,833483.0340355709
1650499200000,2022-04-21 00:00:00,APE/USD,16.715,16.715,16.511,16.558,69.676116,1153.6971287279998
1650495600000,2022-04-20 23:00:00,APE/USD,17.352,17.427,16.715,16.715,23464.892879,392215.684472485
1650492000000,2022-04-20 22:00:00,APE/USD,16.637,17.446,16.588,17.352,14774.876511,256373.65721887202
1650488400000,2022-04-20 21:00:00,APE/USD,16.573,16.992,16.36,16.637,18009.691265,299627.23357580503
1650484800000,2022-04-20 20:00:00,APE/USD,16.149,16.599,15.956,16.573,26333.436642,436424.045467866
1650481200000,2022-04-20 19:00:00,APE/USD,16.254,16.441,16.094,16.149,3446.207999,55652.812975851004
1650477600000,2022-04-20 18:00:00,APE/USD,16.241,16.484,15.968,16.254,13588.562702,220868.498158308
1650474000000,2022-04-20 17:00:00,APE/USD,16.058,16.361,15.885,16.241,9481.460689,153988.40305004898
1650470400000,2022-04-20 16:00:00,APE/USD,15.999,16.231,15.738,16.058,11820.376731,189811.60954639802
1650466800000,2022-04-20 15:00:00,APE/USD,15.864,16.203,15.6,15.999,19031.707819,304488.293396181
1650463200000,2022-04-20 14:00:00,APE/USD,16.367,16.4,15.719,15.864,13043.457361,206921.40757490403
1650459600000,2022-04-20 13:00:00,APE/USD,16.353,16.405,15.83,16.367,40617.907604,664793.2937546681
1650456000000,2022-04-20 12:00:00,APE/USD,16.368,16.648,16.27,16.353,16725.910326,273518.81156107807
1650452400000,2022-04-20 11:00:00,APE/USD,16.931,16.952,16.193,16.368,28926.815781,473474.12070340797
1650448800000,2022-04-20 10:00:00,APE/USD,16.352,17.284,16.284,16.931,15988.420445,270699.946554295
1650445200000,2022-04-20 09:00:00,APE/USD,16.129,16.573,16.047,16.352,5513.250777,90152.67670550401
1650441600000,2022-04-20 08:00:00,APE/USD,15.881,16.74,15.849,16.129,18003.558082,290379.388304578
1650438000000,2022-04-20 07:00:00,APE/USD,15.852,16.1,15.564,15.881,10567.401412,167820.901823972
1650434400000,2022-04-20 06:00:00,APE/USD,15.524,15.9,15.524,15.852,8044.883881,127527.49928161199
1650430800000,2022-04-20 05:00:00,APE/USD,15.814,15.822,15.357,15.524,15791.015655,245139.72702821996
1650427200000,2022-04-20 04:00:00,APE/USD,16.184,16.37,15.587,15.814,30226.709817,478005.18904603797
1650423600000,2022-04-20 03:00:00,APE/USD,15.103,17.05,14.976,16.184,41245.133447,667511.239706248
1650420000000,2022-04-20 02:00:00,APE/USD,14.024,15.261,14.024,15.103,86628.910701,1308356.438317203
1650416400000,2022-04-20 01:00:00,APE/USD,13.209,14.051,12.9,14.024,72461.41665,1016198.9070996
1650412800000,2022-04-20 00:00:00,APE/USD,13.403,13.432,12.96,13.209,8905.09538,117627.40487442001
1650409200000,2022-04-19 23:00:00,APE/USD,13.123,13.469,13.123,13.403,2790.968832,37407.355255296
1650405600000,2022-04-19 22:00:00,APE/USD,13.26,13.303,13.115,13.123,888.719694,11662.668544361999
1650402000000,2022-04-19 21:00:00,APE/USD,13.135,13.276,13.135,13.26,1905.126521,25261.97766846
1650398400000,2022-04-19 20:00:00,APE/USD,13.212,13.247,13.032,13.135,20431.353152,268365.82365152
1650394800000,2022-04-19 19:00:00,APE/USD,13.137,13.244,13.115,13.212,1697.732038,22430.435686056
1650391200000,2022-04-19 18:00:00,APE/USD,13.305,13.352,13.085,13.137,18628.020381,244716.303745197
1650387600000,2022-04-19 17:00:00,APE/USD,13.426,13.45,13.164,13.305,11394.876847,151608.83644933498
1650384000000,2022-04-19 16:00:00,APE/USD,12.942,13.516,12.914,13.426,45758.266808,614350.490164208
1650380400000,2022-04-19 15:00:00,APE/USD,13.091,13.184,12.942,12.942,8685.607755,112409.13556521002
1650376800000,2022-04-19 14:00:00,APE/USD,12.585,13.154,12.585,13.091,22511.843532,294702.543677412
1650373200000,2022-04-19 13:00:00,APE/USD,12.452,12.621,12.382,12.585,12811.545417,161233.299072945
1650369600000,2022-04-19 12:00:00,APE/USD,12.203,12.502,12.203,12.452,1693.234734,21084.158907768
1650366000000,2022-04-19 11:00:00,APE/USD,12.256,12.394,12.2,12.203,6289.429084,76749.903112052
1650362400000,2022-04-19 10:00:00,APE/USD,12.27,12.288,12.137,12.256,2534.916132,31067.932113791998
1650358800000,2022-04-19 09:00:00,APE/USD,12.48,12.48,12.121,12.27,4209.630284,51652.16358468
1650355200000,2022-04-19 08:00:00,APE/USD,12.436,12.554,12.436,12.48,454.462181,5671.68801888
1650351600000,2022-04-19 07:00:00,APE/USD,12.509,12.563,12.382,12.436,1211.212202,15062.634944071999
1650348000000,2022-04-19 06:00:00,APE/USD,12.477,12.714,12.455,12.509,3648.418334,45638.064940006
1650344400000,2022-04-19 05:00:00,APE/USD,12.436,12.609,12.425,12.477,2350.168911,29323.057502547003
1650340800000,2022-04-19 04:00:00,APE/USD,12.445,12.57,12.307,12.436,9075.727438,112865.746418968
1650337200000,2022-04-19 03:00:00,APE/USD,11.914,12.479,11.908,12.445,20837.105052,259317.77237214
1650333600000,2022-04-19 02:00:00,APE/USD,11.699,12.109,11.699,11.914,6287.54106,74909.76418884
1650330000000,2022-04-19 01:00:00,APE/USD,11.831,11.863,11.685,11.699,2752.078458,32196.565880142
1650326400000,2022-04-19 00:00:00,APE/USD,11.849,12.01,11.831,11.831,4221.791085,49948.010326635
1650322800000,2022-04-18 23:00:00,APE/USD,11.838,11.909,11.77,11.849,2333.617399,27651.032560751002
1650319200000,2022-04-18 22:00:00,APE/USD,11.702,11.847,11.702,11.838,1833.54702,21705.529622759997
1650315600000,2022-04-18 21:00:00,APE/USD,11.612,11.8,11.599,11.702,11315.335637,132412.057624174
1650312000000,2022-04-18 20:00:00,APE/USD,11.625,11.683,11.586,11.612,1792.695763,20816.783199956
1650308400000,2022-04-18 19:00:00,APE/USD,11.707,11.734,11.558,11.625,959.734363,11156.911969875
1650304800000,2022-04-18 18:00:00,APE/USD,11.589,11.754,11.567,11.707,1935.348025,22657.119328675002
1650301200000,2022-04-18 17:00:00,APE/USD,11.323,11.589,11.308,11.589,2085.631033,24170.378041437
1650297600000,2022-04-18 16:00:00,APE/USD,11.261,11.392,11.132,11.323,2320.136748,26270.908397604
1650294000000,2022-04-18 15:00:00,APE/USD,11.355,11.355,11.171,11.261,1467.192281,16522.052276341
1650290400000,2022-04-18 14:00:00,APE/USD,11.241,11.401,11.23,11.355,2275.699279,25840.565313045
1650286800000,2022-04-18 13:00:00,APE/USD,11.36,11.376,11.205,11.241,4593.958301,51640.685261540995
1650283200000,2022-04-18 12:00:00,APE/USD,11.145,11.445,11.145,11.36,2527.302996,28710.16203456
1650279600000,2022-04-18 11:00:00,APE/USD,11.128,11.236,11.128,11.145,1111.361623,12386.125288334999
1650276000000,2022-04-18 10:00:00,APE/USD,11.138,11.258,11.115,11.128,6076.837273,67623.045173944
1650272400000,2022-04-18 09:00:00,APE/USD,11.056,11.138,11.011,11.138,864.682022,9630.828361036
1650268800000,2022-04-18 08:00:00,APE/USD,11.013,11.159,10.978,11.056,1544.646219,17077.608597264
1650265200000,2022-04-18 07:00:00,APE/USD,11.17,11.244,10.917,11.013,5317.053033,58556.705052429
1650261600000,2022-04-18 06:00:00,APE/USD,11.285,11.351,11.17,11.17,2807.87721,31363.9884357
1650258000000,2022-04-18 05:00:00,APE/USD,11.115,11.31,11.088,11.285,1715.164204,19355.62804214
1650254400000,2022-04-18 04:00:00,APE/USD,11.638,11.642,11.026,11.115,18398.455169,204498.82920343502
1650250800000,2022-04-18 03:00:00,APE/USD,11.777,11.793,11.638,11.638,3199.256652,37232.948915976
1650247200000,2022-04-18 02:00:00,APE/USD,11.694,11.85,11.694,11.777,820.757963,9666.066530250999
1650243600000,2022-04-18 01:00:00,APE/USD,11.648,11.796,11.637,11.694,1823.414353,21323.007443982002
1650240000000,2022-04-18 00:00:00,APE/USD,11.719,11.728,11.543,11.648,10033.974271,116875.73230860799
1650236400000,2022-04-17 23:00:00,APE/USD,11.786,11.786,11.495,11.719,3295.837493,38623.919580467
1650232800000,2022-04-17 22:00:00,APE/USD,11.92,11.962,11.759,11.786,2229.6886,26279.109839599998
1650229200000,2022-04-17 21:00:00,APE/USD,11.895,11.922,11.818,11.92,348.156677,4150.02758984
1650225600000,2022-04-17 20:00:00,APE/USD,11.937,12.002,11.831,11.895,3987.024876,47425.66090002
1650222000000,2022-04-17 19:00:00,APE/USD,11.811,11.938,11.75,11.937,4040.95989,48236.93820693
1650218400000,2022-04-17 18:00:00,APE/USD,11.769,11.854,11.669,11.811,1525.437546,18016.942855806003
1650214800000,2022-04-17 17:00:00,APE/USD,11.885,11.922,11.751,11.769,855.663365,10070.302142685001
1650211200000,2022-04-17 16:00:00,APE/USD,11.973,12.095,11.881,11.885,5265.159851,62576.424829135
1650207600000,2022-04-17 15:00:00,APE/USD,11.941,12.048,11.867,11.973,1310.371838,15689.082016374
1650204000000,2022-04-17 14:00:00,APE/USD,11.773,12.016,11.7,11.941,8704.248444,103937.43066980402
1650200400000,2022-04-17 13:00:00,APE/USD,11.697,11.869,11.637,11.773,3849.972013,45325.720509049
1650196800000,2022-04-17 12:00:00,APE/USD,11.711,11.713,11.631,11.697,160.417431,1876.4026904069997
1650193200000,2022-04-17 11:00:00,APE/USD,11.693,11.711,11.611,11.711,1139.829492,13348.543180812001
1650189600000,2022-04-17 10:00:00,APE/USD,11.701,11.751,11.675,11.693,294.982133,3449.226081169
1650186000000,2022-04-17 09:00:00,APE/USD,11.608,11.792,11.608,11.701,1819.357008,21288.296350608
1650182400000,2022-04-17 08:00:00,APE/USD,11.537,11.608,11.528,11.608,101.788987,1181.5665610960002
1650178800000,2022-04-17 07:00:00,APE/USD,11.565,11.565,11.526,11.537,1645.646696,18985.825931752002
1650175200000,2022-04-17 06:00:00,APE/USD,11.611,11.618,11.565,11.565,43.873426,507.39617169
1650171600000,2022-04-17 05:00:00,APE/USD,11.557,11.638,11.551,11.611,2003.362955,23261.047270505
1650168000000,2022-04-17 04:00:00,APE/USD,11.535,11.567,11.5,11.557,282.209459,3261.494717663
1650164400000,2022-04-17 03:00:00,APE/USD,11.533,11.568,11.503,11.535,1325.383809,15288.302236815
1650160800000,2022-04-17 02:00:00,APE/USD,11.636,11.636,11.468,11.533,681.447726,7859.136623957999
1650157200000,2022-04-17 01:00:00,APE/USD,11.645,11.668,11.594,11.636,2672.810192,31100.819394111997
1650153600000,2022-04-17 00:00:00,APE/USD,11.672,11.681,11.584,11.645,728.673009,8485.397189804999
1650150000000,2022-04-16 23:00:00,APE/USD,11.682,11.744,11.66,11.672,2049.83848,23925.71473856
1650146400000,2022-04-16 22:00:00,APE/USD,11.759,11.854,11.647,11.682,1427.68091,16678.16839062
1650142800000,2022-04-16 21:00:00,APE/USD,11.689,11.861,11.64,11.759,2709.072505,31855.983586295002
1650139200000,2022-04-16 20:00:00,APE/USD,11.567,11.695,11.567,11.689,1340.866072,15673.383515608
1650135600000,2022-04-16 19:00:00,APE/USD,11.511,11.594,11.511,11.567,1679.715371,19429.267696357
1650132000000,2022-04-16 18:00:00,APE/USD,11.501,11.583,11.472,11.511,2188.881102,25196.210365121995
1650128400000,2022-04-16 17:00:00,APE/USD,11.516,11.528,11.448,11.501,1709.425884,19660.107091883998
1650124800000,2022-04-16 16:00:00,APE/USD,11.382,11.516,11.336,11.516,9897.369107,113978.102636212
1650121200000,2022-04-16 15:00:00,APE/USD,12.124,12.124,11.286,11.382,44275.390565,503942.49541083
1650117600000,2022-04-16 14:00:00,APE/USD,12.071,12.127,12.045,12.124,171.670217,2081.3297109080004
1650114000000,2022-04-16 13:00:00,APE/USD,12.092,12.104,12.04,12.071,435.115985,5252.2850549350005
1650110400000,2022-04-16 12:00:00,APE/USD,12.12,12.123,12.078,12.092,252.787678,3056.7086023760003
1650106800000,2022-04-16 11:00:00,APE/USD,12.093,12.161,12.091,12.12,69.956646,847.8745495200001
1650103200000,2022-04-16 10:00:00,APE/USD,12.066,12.116,12.059,12.093,867.396399,10489.424653107
1650099600000,2022-04-16 09:00:00,APE/USD,12.099,12.17,12.061,12.066,325.167182,3923.4672180120006
1650096000000,2022-04-16 08:00:00,APE/USD,12.084,12.1,12.028,12.099,111.42125,1348.08570375
1650092400000,2022-04-16 07:00:00,APE/USD,12.124,12.141,12.027,12.084,2517.222685,30418.118925540002
1650088800000,2022-04-16 06:00:00,APE/USD,12.131,12.144,12.102,12.124,483.76926,5865.21850824
1650085200000,2022-04-16 05:00:00,APE/USD,12.167,12.168,12.101,12.131,364.014913,4415.864909602999
1650081600000,2022-04-16 04:00:00,APE/USD,12.151,12.196,12.111,12.167,97.589356,1187.369694452
1650078000000,2022-04-16 03:00:00,APE/USD,12.118,12.195,12.086,12.151,4600.892704,55905.447246304
1650074400000,2022-04-16 02:00:00,APE/USD,12.159,12.174,12.082,12.118,4736.350479,57395.095104522
1650070800000,2022-04-16 01:00:00,APE/USD,12.272,12.272,12.142,12.159,288.818782,3511.747570338
1650067200000,2022-04-16 00:00:00,APE/USD,12.23,12.272,12.161,12.272,296.655495,3640.5562346399997
1650063600000,2022-04-15 23:00:00,APE/USD,12.233,12.254,12.185,12.23,509.564814,6231.9776752200005
1650060000000,2022-04-15 22:00:00,APE/USD,12.161,12.233,12.121,12.233,439.443494,5375.712262102
1650056400000,2022-04-15 21:00:00,APE/USD,12.251,12.269,12.161,12.161,677.217252,8235.639001572
1650052800000,2022-04-15 20:00:00,APE/USD,12.169,12.26,12.127,12.251,9171.09129,112355.03939379
1650049200000,2022-04-15 19:00:00,APE/USD,12.428,12.438,12.169,12.169,4065.826423,49477.041741487
1650045600000,2022-04-15 18:00:00,APE/USD,12.468,12.468,12.359,12.428,1413.377768,17565.458900704
1650042000000,2022-04-15 17:00:00,APE/USD,12.328,12.484,12.313,12.468,2873.967758,35832.630006743995
1650038400000,2022-04-15 16:00:00,APE/USD,12.292,12.352,12.226,12.328,3337.537287,41145.159674136
1650034800000,2022-04-15 15:00:00,APE/USD,12.225,12.359,12.216,12.292,2905.765483,35717.669317036
1650031200000,2022-04-15 14:00:00,APE/USD,12.111,12.327,12.003,12.225,13523.426273,165323.88618742497
1650027600000,2022-04-15 13:00:00,APE/USD,12.192,12.247,12.108,12.111,1031.917203,12497.549245533
1650024000000,2022-04-15 12:00:00,APE/USD,12.18,12.265,12.163,12.192,896.07096,10924.89714432
1650020400000,2022-04-15 11:00:00,APE/USD,12.174,12.233,12.098,12.18,1754.578025,21370.7603445
1650016800000,2022-04-15 10:00:00,APE/USD,12.11,12.212,12.084,12.174,355.027199,4322.101120626
1650013200000,2022-04-15 09:00:00,APE/USD,12.134,12.149,12.047,12.11,377.781826,4574.93791286
1650009600000,2022-04-15 08:00:00,APE/USD,12.248,12.293,12.085,12.134,611.985295,7425.829569529999
1650006000000,2022-04-15 07:00:00,APE/USD,12.192,12.293,12.042,12.248,2517.359436,30832.618372128
1650002400000,2022-04-15 06:00:00,APE/USD,12.443,12.466,12.18,12.192,2316.630455,28244.35850736
1649998800000,2022-04-15 05:00:00,APE/USD,12.546,12.549,12.409,12.443,356.313782,4433.612389426
1649995200000,2022-04-15 04:00:00,APE/USD,12.476,12.608,12.45,12.546,3721.487432,46689.781321872
1649991600000,2022-04-15 03:00:00,APE/USD,12.323,12.478,12.323,12.476,2596.10447,32388.999367720004
1649988000000,2022-04-15 02:00:00,APE/USD,12.321,12.388,12.221,12.323,1449.086427,17857.092039921
1649984400000,2022-04-15 01:00:00,APE/USD,12.26,12.329,12.166,12.321,3758.816974,46312.383936654
1649980800000,2022-04-15 00:00:00,APE/USD,12.29,12.432,12.156,12.26,2741.818547,33614.695386219995
1649977200000,2022-04-14 23:00:00,APE/USD,12.063,12.29,12.063,12.29,1615.969376,19860.263631039998
1649973600000,2022-04-14 22:00:00,APE/USD,12.13,12.18,12.063,12.063,1180.496805,14240.332958715
1649970000000,2022-04-14 21:00:00,APE/USD,12.066,12.206,12.043,12.13,1225.313079,14863.047648270001
1649966400000,2022-04-14 20:00:00,APE/USD,12.088,12.089,11.93,12.066,5814.349696,70155.943431936
1649962800000,2022-04-14 19:00:00,APE/USD,11.967,12.146,11.949,12.088,23897.068031,288867.75835872797
1649959200000,2022-04-14 18:00:00,APE/USD,12.109,12.176,11.941,11.967,5355.403927,64088.118794409005
1649955600000,2022-04-14 17:00:00,APE/USD,12.09,12.139,12.012,12.109,3403.106475,41208.216305775
1649952000000,2022-04-14 16:00:00,APE/USD,12.172,12.277,12.021,12.09,6026.626331,72861.91234179
1649948400000,2022-04-14 15:00:00,APE/USD,12.565,12.602,12.125,12.172,14932.493089,181758.305879308
1649944800000,2022-04-14 14:00:00,APE/USD,12.837,12.856,12.454,12.565,13751.28549,172784.90218185
1649941200000,2022-04-14 13:00:00,APE/USD,13.21,13.303,12.741,12.837,9697.974309,124492.89620463298
1649937600000,2022-04-14 12:00:00,APE/USD,13.012,13.229,12.927,13.21,14008.39746,185050.93044660002
1649934000000,2022-04-14 11:00:00,APE/USD,13.158,13.298,12.933,13.012,8793.080223,114415.55986167601
1649930400000,2022-04-14 10:00:00,APE/USD,13.228,13.552,13.13,13.158,16912.07343,222529.06219194
1649926800000,2022-04-14 09:00:00,APE/USD,13.202,13.248,12.991,13.228,3039.943263,40212.369482964
1649923200000,2022-04-14 08:00:00,APE/USD,13.057,13.352,13.056,13.202,1453.395718,19187.730269036
1649919600000,2022-04-14 07:00:00,APE/USD,13.04,13.174,13.028,13.057,512.078083,6686.203529731
1649916000000,2022-04-14 06:00:00,APE/USD,13.133,13.153,12.968,13.04,1269.080345,16548.8076988
1649912400000,2022-04-14 05:00:00,APE/USD,13.162,13.292,13.101,13.133,2744.957482,36049.526611106
1649908800000,2022-04-14 04:00:00,APE/USD,13.081,13.238,13.059,13.162,5788.785602,76191.99609352401
1649905200000,2022-04-14 03:00:00,APE/USD,13.084,13.147,12.903,13.081,7202.059379,94210.138736699
1649901600000,2022-04-14 02:00:00,APE/USD,13.242,13.242,13.008,13.084,30240.075295,395661.14515978
1649898000000,2022-04-14 01:00:00,APE/USD,13.095,13.289,13.036,13.242,5115.145648,67734.758670816
1649894400000,2022-04-14 00:00:00,APE/USD,13.248,13.395,13.034,13.095,11560.042819,151378.76071480502
1649890800000,2022-04-13 23:00:00,APE/USD,13.323,13.43,13.152,13.248,5387.427853,71372.644196544
1649887200000,2022-04-13 22:00:00,APE/USD,13.163,13.323,13.066,13.323,12070.589591,160816.465120893
1649883600000,2022-04-13 21:00:00,APE/USD,12.775,13.453,12.683,13.163,9130.053764,120178.89769553201
1649880000000,2022-04-13 20:00:00,APE/USD,12.707,12.944,12.693,12.775,5339.493028,68212.0234327
1649876400000,2022-04-13 19:00:00,APE/USD,12.792,12.854,12.672,12.707,1277.870112,16237.895513184001
1649872800000,2022-04-13 18:00:00,APE/USD,12.691,12.809,12.661,12.792,5123.191232,65535.862239744
1649869200000,2022-04-13 17:00:00,APE/USD,12.617,12.702,12.576,12.691,6863.837835,87108.96596398501
1649865600000,2022-04-13 16:00:00,APE/USD,12.729,12.739,12.566,12.617,4748.969258,59917.745128186005
1649862000000,2022-04-13 15:00:00,APE/USD,12.59,12.845,12.59,12.729,8372.505239,106573.619187231
1649858400000,2022-04-13 14:00:00,APE/USD,12.627,12.827,12.546,12.59,17854.230883,224784.76681697
1649854800000,2022-04-13 13:00:00,APE/USD,11.927,12.665,11.927,12.627,9122.119638,115185.004669026
1649851200000,2022-04-13 12:00:00,APE/USD,12.02,12.126,11.885,11.927,1586.449962,18921.588696773997
1649847600000,2022-04-13 11:00:00,APE/USD,12.118,12.214,11.976,12.02,2054.653678,24696.93720956
1649844000000,2022-04-13 10:00:00,APE/USD,12.141,12.199,11.886,12.118,4959.398852,60097.995288536
1649840400000,2022-04-13 09:00:00,APE/USD,12.305,12.305,12.098,12.141,1024.693866,12440.808227106001
1649836800000,2022-04-13 08:00:00,APE/USD,12.375,12.522,12.19,12.305,5939.606916,73086.86310137999
1649833200000,2022-04-13 07:00:00,APE/USD,12.309,12.411,12.236,12.375,1826.805239,22606.714832625
1649829600000,2022-04-13 06:00:00,APE/USD,12.159,12.478,12.073,12.309,4815.462986,59273.533894673994
1649826000000,2022-04-13 05:00:00,APE/USD,12.233,12.277,12.027,12.159,1967.221908,23919.451179372
1649822400000,2022-04-13 04:00:00,APE/USD,12.13,12.293,12.062,12.233,3921.356711,47969.956645663
1649818800000,2022-04-13 03:00:00,APE/USD,11.866,12.2,11.808,12.13,8285.459627,100502.62527551001
1649815200000,2022-04-13 02:00:00,APE/USD,11.702,11.949,11.526,11.866,5589.181885,66321.23224741
1649811600000,2022-04-13 01:00:00,APE/USD,11.652,11.702,11.468,11.702,3302.256187,38643.001900274
1649808000000,2022-04-13 00:00:00,APE/USD,11.594,11.88,11.565,11.652,10186.855303,118697.237990556
1649804400000,2022-04-12 23:00:00,APE/USD,11.404,11.668,11.4,11.594,3196.492012,37060.128387128
1649800800000,2022-04-12 22:00:00,APE/USD,11.402,11.463,11.302,11.404,2736.290333,31204.654957532
1649797200000,2022-04-12 21:00:00,APE/USD,11.289,11.508,11.289,11.402,11485.22616,130954.54867631999
1649793600000,2022-04-12 20:00:00,APE/USD,11.221,11.326,11.217,11.289,4227.65406,47725.986683339994
1649790000000,2022-04-12 19:00:00,APE/USD,11.277,11.322,11.141,11.221,5990.074334,67214.624101814
1649786400000,2022-04-12 18:00:00,APE/USD,11.439,11.45,11.262,11.277,8079.048996,91107.435527892
1649782800000,2022-04-12 17:00:00,APE/USD,11.665,11.671,11.394,11.439,6194.954792,70864.08786568801
1649779200000,2022-04-12 16:00:00,APE/USD,11.676,11.796,11.589,11.665,20147.527177,235020.90451970499
1649775600000,2022-04-12 15:00:00,APE/USD,11.624,11.837,11.604,11.676,3459.513007,40393.273869732
1649772000000,2022-04-12 14:00:00,APE/USD,12.039,12.072,11.575,11.624,26142.832561,303884.285689064
1649768400000,2022-04-12 13:00:00,APE/USD,11.674,12.101,11.674,12.039,28562.204326,343860.37788071396
1649764800000,2022-04-12 12:00:00,APE/USD,11.634,11.787,11.478,11.674,11759.935929,137285.492035146
1649761200000,2022-04-12 11:00:00,APE/USD,11.669,11.747,11.567,11.634,7353.102518,85545.994694412
1649757600000,2022-04-12 10:00:00,APE/USD,11.5,11.716,11.44,11.669,7529.02256,87856.16425264001
1649754000000,2022-04-12 09:00:00,APE/USD,11.209,11.5,11.079,11.5,9451.657794,108694.064631
1649750400000,2022-04-12 08:00:00,APE/USD,11.119,11.27,11.104,11.209,2212.399501,24798.786006708997
1649746800000,2022-04-12 07:00:00,APE/USD,11.03,11.119,11.006,11.119,873.086091,9707.844245829
1649743200000,2022-04-12 06:00:00,APE/USD,11.128,11.14,10.999,11.03,1347.791005,14866.13478515
1649739600000,2022-04-12 05:00:00,APE/USD,11.019,11.128,10.988,11.128,2797.726532,31133.100848096
1649736000000,2022-04-12 04:00:00,APE/USD,10.891,11.022,10.883,11.019,619.053754,6821.3533153260005
1649732400000,2022-04-12 03:00:00,APE/USD,10.787,10.892,10.774,10.891,1126.684865,12270.724864714999
1649728800000,2022-04-12 02:00:00,APE/USD,10.872,10.872,10.71,10.787,9508.766443,102571.06362064101
1649725200000,2022-04-12 01:00:00,APE/USD,10.939,10.991,10.802,10.872,4091.045232,44477.843762304
1649721600000,2022-04-12 00:00:00,APE/USD,10.943,11.1,10.842,10.939,5178.948827,56652.521218553
1649718000000,2022-04-11 23:00:00,APE/USD,11.064,11.12,10.833,10.943,6154.343816,67346.98437848799
1649714400000,2022-04-11 22:00:00,APE/USD,11.063,11.236,10.994,11.064,3383.128997,37430.939222807996
1649710800000,2022-04-11 21:00:00,APE/USD,10.999,11.158,10.921,11.063,5889.412462,65154.570067106004
1649707200000,2022-04-11 20:00:00,APE/USD,11.006,11.207,10.837,10.999,13044.535904,143476.850408096
1649703600000,2022-04-11 19:00:00,APE/USD,11.241,11.33,10.874,11.006,23834.222373,262319.451437238
1649700000000,2022-04-11 18:00:00,APE/USD,10.976,11.281,10.892,11.241,19588.377865,220192.95558046497
1649696400000,2022-04-11 17:00:00,APE/USD,10.9,11.03,10.831,10.976,6895.752685,75687.78147056
1649692800000,2022-04-11 16:00:00,APE/USD,10.718,10.988,10.718,10.9,7976.086408,86939.3418472
1649689200000,2022-04-11 15:00:00,APE/USD,10.851,10.953,10.695,10.718,7200.446969,77174.390613742
1649685600000,2022-04-11 14:00:00,APE/USD,10.997,11.151,10.769,10.851,8788.40131,95362.94261481
1649682000000,2022-04-11 13:00:00,APE/USD,10.846,11.007,10.705,10.997,4820.925945,53015.722617164996
1649678400000,2022-04-11 12:00:00,APE/USD,10.809,10.931,10.716,10.846,1792.569918,19442.213330627997
1649674800000,2022-04-11 11:00:00,APE/USD,10.868,10.868,10.676,10.809,4386.027693,47408.573333636996
1649671200000,2022-04-11 10:00:00,APE/USD,10.836,10.98,10.729,10.868,4663.493247,50682.84460839601
1649667600000,2022-04-11 09:00:00,APE/USD,11.223,11.228,10.835,10.836,3975.078778,43073.953638408
1649664000000,2022-04-11 08:00:00,APE/USD,11.357,11.383,11.17,11.223,2122.019153,23815.420954119003
1649660400000,2022-04-11 07:00:00,APE/USD,11.339,11.434,11.329,11.357,2533.939253,28777.948096320997
1649656800000,2022-04-11 06:00:00,APE/USD,11.328,11.399,11.24,11.339,686.389148,7782.966549172
1649653200000,2022-04-11 05:00:00,APE/USD,11.37,11.42,11.286,11.328,10892.10445,123385.7592096
1649649600000,2022-04-11 04:00:00,APE/USD,11.388,11.495,11.358,11.37,44127.806192,501733.15640303993
1649646000000,2022-04-11 03:00:00,APE/USD,11.624,11.69,11.388,11.388,5787.132351,65903.863213188
1649642400000,2022-04-11 02:00:00,APE/USD,11.89,11.935,11.519,11.624,22783.978575,264840.9669558
1649638800000,2022-04-11 01:00:00,APE/USD,11.77,11.962,11.751,11.89,7922.103736,94193.81342104
1649635200000,2022-04-11 00:00:00,APE/USD,12.077,12.216,11.617,11.77,12035.82006,141661.6021062
1649631600000,2022-04-10 23:00:00,APE/USD,12.07,12.379,11.873,12.077,8667.542936,104677.916038072
1649628000000,2022-04-10 22:00:00,APE/USD,11.915,12.243,11.876,12.07,48385.157205,584008.84746435
1649624400000,2022-04-10 21:00:00,APE/USD,12.052,12.205,11.905,11.915,2771.257167,33019.529144805
1649620800000,2022-04-10 20:00:00,APE/USD,12.2,12.262,12.026,12.052,5642.152604,67999.223183408
1649617200000,2022-04-10 19:00:00,APE/USD,12.218,12.29,12.161,12.2,3450.494312,42096.030606399996
1649613600000,2022-04-10 18:00:00,APE/USD,12.146,12.349,12.037,12.218,5003.032729,61127.053882921995
1649610000000,2022-04-10 17:00:00,APE/USD,11.902,12.315,11.877,12.146,15182.883714,184411.305590244
