unix,date,symbol,open,high,low,close,Volume SBR,Volume USD
1651489200000,2022-05-02 11:00:00,SBR/USD,0.021425,0.021425,0.021425,0.021425,0.0,0.0
1651485600000,2022-05-02 10:00:00,SBR/USD,0.021425,0.021425,0.021425,0.021425,0.0,0.0
1651482000000,2022-05-02 09:00:00,SBR/USD,0.021425,0.021425,0.021425,0.021425,0.0,0.0
1651478400000,2022-05-02 08:00:00,SBR/USD,0.021425,0.021425,0.021425,0.021425,0.0,0.0
1651474800000,2022-05-02 07:00:00,SBR/USD,0.021425,0.021425,0.021425,0.021425,0.0,0.0
1651471200000,2022-05-02 06:00:00,SBR/USD,0.021573,0.021573,0.021425,0.021425,134.0,2.87095
1651467600000,2022-05-02 05:00:00,SBR/USD,0.021573,0.021573,0.021573,0.021573,0.0,0.0
1651464000000,2022-05-02 04:00:00,SBR/USD,0.021573,0.021573,0.021573,0.021573,0.0,0.0
1651460400000,2022-05-02 03:00:00,SBR/USD,0.021573,0.021573,0.021573,0.021573,0.0,0.0
1651456800000,2022-05-02 02:00:00,SBR/USD,0.021573,0.021573,0.021573,0.021573,0.0,0.0
1651453200000,2022-05-02 01:00:00,SBR/USD,0.021624,0.021624,0.021,0.021573,36429.61721,785.8961320713298
1651449600000,2022-05-02 00:00:00,SBR/USD,0.021,0.021624,0.021,0.021624,104.0,2.248896
1651446000000,2022-05-01 23:00:00,SBR/USD,0.021,0.021,0.021,0.021,0.0,0.0
1651442400000,2022-05-01 22:00:00,SBR/USD,0.020665,0.021,0.020665,0.021,133.409285,2.8015949850000004
1651438800000,2022-05-01 21:00:00,SBR/USD,0.02044,0.020665,0.02044,0.020665,1214.892367,25.105750764055
1651435200000,2022-05-01 20:00:00,SBR/USD,0.020838,0.020838,0.02044,0.02044,500.0,10.22
1651431600000,2022-05-01 19:00:00,SBR/USD,0.020894,0.020894,0.020838,0.020838,1.857996,0.0387169206479999
1651428000000,2022-05-01 18:00:00,SBR/USD,0.02044,0.020894,0.02044,0.020894,1.07349,0.02242950006
1651424400000,2022-05-01 17:00:00,SBR/USD,0.020733,0.020733,0.02044,0.02044,74437.360776,1521.49965426144
1651420800000,2022-05-01 16:00:00,SBR/USD,0.020733,0.020733,0.020733,0.020733,0.0,0.0
1651417200000,2022-05-01 15:00:00,SBR/USD,0.020733,0.020733,0.020733,0.020733,0.0,0.0
1651413600000,2022-05-01 14:00:00,SBR/USD,0.02143,0.02143,0.020733,0.020733,6.531976,0.135427458408
1651410000000,2022-05-01 13:00:00,SBR/USD,0.02,0.02143,0.02,0.02143,101073.879607,2166.01323997801
1651406400000,2022-05-01 12:00:00,SBR/USD,0.02,0.02,0.02,0.02,0.0,0.0
1651402800000,2022-05-01 11:00:00,SBR/USD,0.02,0.02,0.02,0.02,0.0,0.0
1651399200000,2022-05-01 10:00:00,SBR/USD,0.02,0.02,0.02,0.02,0.0,0.0
1651395600000,2022-05-01 09:00:00,SBR/USD,0.02,0.02,0.02,0.02,0.0,0.0
1651392000000,2022-05-01 08:00:00,SBR/USD,0.02,0.02,0.02,0.02,0.0,0.0
1651388400000,2022-05-01 07:00:00,SBR/USD,0.019742,0.02,0.019742,0.02,71310.59187,1426.2118374
1651384800000,2022-05-01 06:00:00,SBR/USD,0.019742,0.019742,0.019742,0.019742,0.0,0.0
1651381200000,2022-05-01 05:00:00,SBR/USD,0.019742,0.019742,0.019742,0.019742,0.0,0.0
1651377600000,2022-05-01 04:00:00,SBR/USD,0.019499,0.019742,0.019499,0.019742,1.0,0.019742
1651374000000,2022-05-01 03:00:00,SBR/USD,0.019499,0.019499,0.019499,0.019499,0.0,0.0
1651370400000,2022-05-01 02:00:00,SBR/USD,0.019499,0.019499,0.019499,0.019499,0.0,0.0
1651366800000,2022-05-01 01:00:00,SBR/USD,0.019889,0.019889,0.019499,0.019499,24582.477057,479.33372013444296
1651363200000,2022-05-01 00:00:00,SBR/USD,0.020897,0.020897,0.019889,0.019889,5001.400675,99.472858025075
1651359600000,2022-04-30 23:00:00,SBR/USD,0.020897,0.020897,0.020897,0.020897,0.0,0.0
1651356000000,2022-04-30 22:00:00,SBR/USD,0.02044,0.020897,0.02044,0.020897,500.0,10.4485
1651352400000,2022-04-30 21:00:00,SBR/USD,0.02044,0.02044,0.02044,0.02044,0.0,0.0
1651348800000,2022-04-30 20:00:00,SBR/USD,0.02044,0.02044,0.02044,0.02044,0.0,0.0
1651345200000,2022-04-30 19:00:00,SBR/USD,0.022099,0.022099,0.02044,0.02044,29513.614111,603.25827242884
1651341600000,2022-04-30 18:00:00,SBR/USD,0.02255,0.02255,0.022099,0.022099,3.239087,0.071580583613
1651338000000,2022-04-30 17:00:00,SBR/USD,0.02255,0.02255,0.02255,0.02255,0.0,0.0
1651334400000,2022-04-30 16:00:00,SBR/USD,0.02255,0.02255,0.02255,0.02255,0.0,0.0
1651330800000,2022-04-30 15:00:00,SBR/USD,0.02255,0.02255,0.02255,0.02255,0.0,0.0
1651327200000,2022-04-30 14:00:00,SBR/USD,0.022544,0.02255,0.022544,0.02255,1127.207447,25.41852792985
1651323600000,2022-04-30 13:00:00,SBR/USD,0.021608,0.022544,0.021608,0.022544,1110.0,25.023840000000003
1651320000000,2022-04-30 12:00:00,SBR/USD,0.021608,0.021608,0.021608,0.021608,0.0,0.0
1651316400000,2022-04-30 11:00:00,SBR/USD,0.022593,0.022593,0.021608,0.021608,76646.41051,1656.17563830008
1651312800000,2022-04-30 10:00:00,SBR/USD,0.022593,0.022593,0.022593,0.022593,0.0,0.0
1651309200000,2022-04-30 09:00:00,SBR/USD,0.022593,0.022593,0.022593,0.022593,0.0,0.0
1651305600000,2022-04-30 08:00:00,SBR/USD,0.022593,0.022593,0.022593,0.022593,0.0,0.0
1651302000000,2022-04-30 07:00:00,SBR/USD,0.022593,0.022593,0.022593,0.022593,0.0,0.0
1651298400000,2022-04-30 06:00:00,SBR/USD,0.022593,0.022593,0.022593,0.022593,0.0,0.0
1651294800000,2022-04-30 05:00:00,SBR/USD,0.022593,0.022593,0.022593,0.022593,4.426149,0.0999999843569999
1651291200000,2022-04-30 04:00:00,SBR/USD,0.022957,0.022957,0.022593,0.022593,4713.074846,106.482499995678
1651287600000,2022-04-30 03:00:00,SBR/USD,0.022957,0.022957,0.022957,0.022957,0.0,0.0
1651284000000,2022-04-30 02:00:00,SBR/USD,0.022957,0.022957,0.022957,0.022957,0.0,0.0
1651280400000,2022-04-30 01:00:00,SBR/USD,0.022957,0.022957,0.022957,0.022957,0.0,0.0
1651276800000,2022-04-30 00:00:00,SBR/USD,0.022957,0.022957,0.022957,0.022957,0.0,0.0
1651273200000,2022-04-29 23:00:00,SBR/USD,0.022957,0.022957,0.022957,0.022957,0.0,0.0
1651269600000,2022-04-29 22:00:00,SBR/USD,0.022957,0.022957,0.022957,0.022957,0.0,0.0
1651266000000,2022-04-29 21:00:00,SBR/USD,0.022957,0.022957,0.022957,0.022957,0.0,0.0
1651262400000,2022-04-29 20:00:00,SBR/USD,0.022775,0.022957,0.022775,0.022957,15.615431,0.358483449467
1651258800000,2022-04-29 19:00:00,SBR/USD,0.022775,0.022775,0.022775,0.022775,0.0,0.0
1651255200000,2022-04-29 18:00:00,SBR/USD,0.022775,0.022775,0.022775,0.022775,0.0,0.0
1651251600000,2022-04-29 17:00:00,SBR/USD,0.024873,0.024873,0.022775,0.022775,17956.96148,408.96979770700005
1651248000000,2022-04-29 16:00:00,SBR/USD,0.024873,0.024873,0.024873,0.024873,0.0,0.0
1651244400000,2022-04-29 15:00:00,SBR/USD,0.024873,0.024873,0.024873,0.024873,37.242818,0.926340612114
1651240800000,2022-04-29 14:00:00,SBR/USD,0.024873,0.024873,0.024873,0.024873,2.961419,0.0736593747869999
1651237200000,2022-04-29 13:00:00,SBR/USD,0.024873,0.024873,0.024873,0.024873,0.0,0.0
1651233600000,2022-04-29 12:00:00,SBR/USD,0.024873,0.024873,0.024873,0.024873,0.0,0.0
1651230000000,2022-04-29 11:00:00,SBR/USD,0.024873,0.024873,0.024873,0.024873,0.0,0.0
1651226400000,2022-04-29 10:00:00,SBR/USD,0.025699,0.025699,0.024873,0.024873,5.312951,0.132149030223
1651222800000,2022-04-29 09:00:00,SBR/USD,0.025699,0.025699,0.025699,0.025699,0.0,0.0
1651219200000,2022-04-29 08:00:00,SBR/USD,0.026488,0.026488,0.025699,0.025699,20001.007718,514.005897344882
1651215600000,2022-04-29 07:00:00,SBR/USD,0.026488,0.026488,0.026488,0.026488,0.0,0.0
1651212000000,2022-04-29 06:00:00,SBR/USD,0.026488,0.026488,0.026488,0.026488,0.0,0.0
1651208400000,2022-04-29 05:00:00,SBR/USD,0.026462,0.026488,0.026462,0.026488,1.470331,0.038946127528
1651204800000,2022-04-29 04:00:00,SBR/USD,0.0268,0.0268,0.026462,0.026462,3.487861,0.092295777782
1651201200000,2022-04-29 03:00:00,SBR/USD,0.0268,0.0268,0.0268,0.0268,0.0,0.0
1651197600000,2022-04-29 02:00:00,SBR/USD,0.026683,0.0268,0.026683,0.0268,1.840671,0.0493299828
1651194000000,2022-04-29 01:00:00,SBR/USD,0.026683,0.026683,0.026683,0.026683,0.0,0.0
1651190400000,2022-04-29 00:00:00,SBR/USD,0.026233,0.026861,0.026233,0.026683,51000.0,1360.833
1651186800000,2022-04-28 23:00:00,SBR/USD,0.025699,0.026233,0.025699,0.026233,10000.0,262.33
1651183200000,2022-04-28 22:00:00,SBR/USD,0.025699,0.025699,0.025699,0.025699,0.0,0.0
1651179600000,2022-04-28 21:00:00,SBR/USD,0.025699,0.025699,0.025699,0.025699,0.0,0.0
1651176000000,2022-04-28 20:00:00,SBR/USD,0.025699,0.025699,0.025699,0.025699,0.0,0.0
1651172400000,2022-04-28 19:00:00,SBR/USD,0.025435,0.0257,0.025435,0.025699,47788.604876,1228.119356708324
1651168800000,2022-04-28 18:00:00,SBR/USD,0.025435,0.025435,0.025435,0.025435,0.0,0.0
1651165200000,2022-04-28 17:00:00,SBR/USD,0.023844,0.025435,0.023844,0.025435,1372.804493,34.917282279455
1651161600000,2022-04-28 16:00:00,SBR/USD,0.023844,0.023844,0.023844,0.023844,0.0,0.0
1651158000000,2022-04-28 15:00:00,SBR/USD,0.023537,0.023844,0.023537,0.023844,26.686648,0.6363164349120001
1651154400000,2022-04-28 14:00:00,SBR/USD,0.028148,0.028148,0.023537,0.023537,5485.159086,129.104189407182
1651150800000,2022-04-28 13:00:00,SBR/USD,0.028148,0.028148,0.028148,0.028148,0.0,0.0
1651147200000,2022-04-28 12:00:00,SBR/USD,0.028148,0.028148,0.028148,0.028148,0.0,0.0
1651143600000,2022-04-28 11:00:00,SBR/USD,0.028148,0.028148,0.028148,0.028148,0.0,0.0
1651140000000,2022-04-28 10:00:00,SBR/USD,0.030602,0.030602,0.028148,0.028148,500.0,14.074
1651136400000,2022-04-28 09:00:00,SBR/USD,0.02234,0.030602,0.02234,0.030602,38158.260504,1167.719087943408
1651132800000,2022-04-28 08:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651129200000,2022-04-28 07:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651125600000,2022-04-28 06:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651122000000,2022-04-28 05:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651118400000,2022-04-28 04:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651114800000,2022-04-28 03:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651111200000,2022-04-28 02:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651107600000,2022-04-28 01:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651104000000,2022-04-28 00:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651100400000,2022-04-27 23:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651096800000,2022-04-27 22:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651093200000,2022-04-27 21:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1651089600000,2022-04-27 20:00:00,SBR/USD,0.0214,0.02234,0.0214,0.02234,4.476275,0.0999999835
1651086000000,2022-04-27 19:00:00,SBR/USD,0.0214,0.0214,0.0214,0.0214,2853.764578,61.07056196919999
1651082400000,2022-04-27 18:00:00,SBR/USD,0.0214,0.0214,0.0214,0.0214,1515.729279,32.4366065706
1651078800000,2022-04-27 17:00:00,SBR/USD,0.0214,0.0214,0.0214,0.0214,28.037382,0.5999999748
1651075200000,2022-04-27 16:00:00,SBR/USD,0.0214,0.0214,0.0214,0.0214,0.0,0.0
1651071600000,2022-04-27 15:00:00,SBR/USD,0.0214,0.0214,0.0214,0.0214,0.0,0.0
1651068000000,2022-04-27 14:00:00,SBR/USD,0.0214,0.0214,0.0214,0.0214,0.0,0.0
1651064400000,2022-04-27 13:00:00,SBR/USD,0.020283,0.0214,0.020264,0.0214,12211.833207,261.3332306298
1651060800000,2022-04-27 12:00:00,SBR/USD,0.0182,0.020283,0.0182,0.020283,21.158913,0.4291662323789999
1651057200000,2022-04-27 11:00:00,SBR/USD,0.0182,0.0182,0.0182,0.0182,0.0,0.0
1651053600000,2022-04-27 10:00:00,SBR/USD,0.0182,0.0182,0.0182,0.0182,0.0,0.0
1651050000000,2022-04-27 09:00:00,SBR/USD,0.0182,0.0182,0.0182,0.0182,0.0,0.0
1651046400000,2022-04-27 08:00:00,SBR/USD,0.018976,0.019186,0.0182,0.0182,32946.859551,599.6328438282001
1651042800000,2022-04-27 07:00:00,SBR/USD,0.019066,0.019066,0.018976,0.018976,2.949154,0.055963146304
1651039200000,2022-04-27 06:00:00,SBR/USD,0.019066,0.019066,0.019066,0.019066,0.0,0.0
1651035600000,2022-04-27 05:00:00,SBR/USD,0.019264,0.019264,0.019066,0.019066,1.17592,0.02242009072
1651032000000,2022-04-27 04:00:00,SBR/USD,0.019292,0.019308,0.018983,0.019264,1448.767217,27.909051668288
1651028400000,2022-04-27 03:00:00,SBR/USD,0.018674,0.019292,0.018674,0.019292,3999.79111,77.16397009412
1651024800000,2022-04-27 02:00:00,SBR/USD,0.018674,0.018674,0.018674,0.018674,163241.052142,3048.363407699708
1651021200000,2022-04-27 01:00:00,SBR/USD,0.018028,0.018674,0.018028,0.018674,5339.022009,99.700896996066
1651017600000,2022-04-27 00:00:00,SBR/USD,0.018028,0.018028,0.018028,0.018028,0.0,0.0
1651014000000,2022-04-26 23:00:00,SBR/USD,0.018683,0.018683,0.018028,0.018028,17169.579287,309.533175386036
1651010400000,2022-04-26 22:00:00,SBR/USD,0.0188,0.0188,0.018683,0.018683,15.957446,0.298132963618
1651006800000,2022-04-26 21:00:00,SBR/USD,0.018093,0.0188,0.018093,0.0188,5744.680851,107.9999999988
1651003200000,2022-04-26 20:00:00,SBR/USD,0.018093,0.018093,0.018093,0.018093,0.0,0.0
1650999600000,2022-04-26 19:00:00,SBR/USD,0.018093,0.018093,0.018093,0.018093,0.0,0.0
1650996000000,2022-04-26 18:00:00,SBR/USD,0.019271,0.019271,0.018033,0.018093,180535.453531,3266.4279607363837
1650992400000,2022-04-26 17:00:00,SBR/USD,0.019699,0.019699,0.019271,0.019271,3010.85365,58.02216068915
1650988800000,2022-04-26 16:00:00,SBR/USD,0.019699,0.019699,0.019699,0.019699,0.0,0.0
1650985200000,2022-04-26 15:00:00,SBR/USD,0.019699,0.019699,0.019699,0.019699,0.0,0.0
1650981600000,2022-04-26 14:00:00,SBR/USD,0.019699,0.019699,0.019699,0.019699,0.0,0.0
1650978000000,2022-04-26 13:00:00,SBR/USD,0.019699,0.019699,0.019699,0.019699,0.0,0.0
1650974400000,2022-04-26 12:00:00,SBR/USD,0.019193,0.019699,0.019193,0.019699,1005.210232,19.801636360168
1650970800000,2022-04-26 11:00:00,SBR/USD,0.019193,0.019193,0.019193,0.019193,0.0,0.0
1650967200000,2022-04-26 10:00:00,SBR/USD,0.019193,0.019193,0.019193,0.019193,0.0,0.0
1650963600000,2022-04-26 09:00:00,SBR/USD,0.019193,0.019193,0.019193,0.019193,0.0,0.0
1650960000000,2022-04-26 08:00:00,SBR/USD,0.019193,0.019193,0.019193,0.019193,0.0,0.0
1650956400000,2022-04-26 07:00:00,SBR/USD,0.0194,0.0194,0.019193,0.019193,9.577273,0.183816600689
1650952800000,2022-04-26 06:00:00,SBR/USD,0.0194,0.0194,0.0194,0.0194,0.0,0.0
1650949200000,2022-04-26 05:00:00,SBR/USD,0.01983,0.01983,0.0194,0.0194,230.597299,4.4735876006
1650945600000,2022-04-26 04:00:00,SBR/USD,0.020322,0.020322,0.019813,0.01983,100128.190682,1985.54202122406
1650942000000,2022-04-26 03:00:00,SBR/USD,0.020105,0.020322,0.020105,0.020322,2.24045,0.0455304249
1650938400000,2022-04-26 02:00:00,SBR/USD,0.020105,0.020105,0.020105,0.020105,4.973887,0.099999998135
1650934800000,2022-04-26 01:00:00,SBR/USD,0.020105,0.020105,0.020105,0.020105,0.0,0.0
1650931200000,2022-04-26 00:00:00,SBR/USD,0.019833,0.020105,0.019833,0.020105,30000.0,603.1500000000001
1650927600000,2022-04-25 23:00:00,SBR/USD,0.019833,0.019833,0.019833,0.019833,0.0,0.0
1650924000000,2022-04-25 22:00:00,SBR/USD,0.01974,0.019833,0.01974,0.019833,100001.529889,1983.330342288537
1650920400000,2022-04-25 21:00:00,SBR/USD,0.01974,0.01974,0.01974,0.01974,0.0,0.0
1650916800000,2022-04-25 20:00:00,SBR/USD,0.019833,0.019833,0.01974,0.01974,2525.0,49.8435
1650913200000,2022-04-25 19:00:00,SBR/USD,0.019833,0.019833,0.019833,0.019833,2.089165,0.041434409445
1650909600000,2022-04-25 18:00:00,SBR/USD,0.019833,0.019833,0.019833,0.019833,2.527337,0.050124674721
1650906000000,2022-04-25 17:00:00,SBR/USD,0.019789,0.019833,0.019789,0.019833,1.362121,0.0270149457929999
1650902400000,2022-04-25 16:00:00,SBR/USD,0.019789,0.019789,0.019789,0.019789,0.0,0.0
1650898800000,2022-04-25 15:00:00,SBR/USD,0.019789,0.019789,0.019789,0.019789,0.0,0.0
1650895200000,2022-04-25 14:00:00,SBR/USD,0.019217,0.0199,0.019217,0.019789,1594.0,31.543666
1650891600000,2022-04-25 13:00:00,SBR/USD,0.018582,0.019615,0.018582,0.019217,25527.511112,490.5621810393041
1650888000000,2022-04-25 12:00:00,SBR/USD,0.018582,0.018582,0.018582,0.018582,0.0,0.0
1650884400000,2022-04-25 11:00:00,SBR/USD,0.018582,0.018582,0.018582,0.018582,0.0,0.0
1650880800000,2022-04-25 10:00:00,SBR/USD,0.018918,0.018918,0.018582,0.018582,52.85971,0.98223913122
1650877200000,2022-04-25 09:00:00,SBR/USD,0.018918,0.018918,0.018918,0.018918,0.0,0.0
1650873600000,2022-04-25 08:00:00,SBR/USD,0.019434,0.019434,0.018918,0.018918,7400.0,139.9932
1650870000000,2022-04-25 07:00:00,SBR/USD,0.019613,0.019944,0.019434,0.019434,5008.819266,97.341393615444
1650866400000,2022-04-25 06:00:00,SBR/USD,0.019613,0.019613,0.019613,0.019613,0.0,0.0
1650862800000,2022-04-25 05:00:00,SBR/USD,0.019794,0.019794,0.019613,0.019613,1013.700773,19.881713260849
1650859200000,2022-04-25 04:00:00,SBR/USD,0.0205,0.0205,0.019794,0.019794,11331.217726,224.290123668444
1650855600000,2022-04-25 03:00:00,SBR/USD,0.0205,0.0205,0.0205,0.0205,0.0,0.0
1650852000000,2022-04-25 02:00:00,SBR/USD,0.0205,0.0205,0.0205,0.0205,0.0,0.0
1650848400000,2022-04-25 01:00:00,SBR/USD,0.0205,0.020689,0.0205,0.0205,150000.0,3075.0
1650844800000,2022-04-25 00:00:00,SBR/USD,0.0205,0.0205,0.0205,0.0205,0.0,0.0
1650841200000,2022-04-24 23:00:00,SBR/USD,0.020127,0.020518,0.020127,0.0205,43675.0,895.3375000000001
1650837600000,2022-04-24 22:00:00,SBR/USD,0.020698,0.020698,0.020127,0.020127,13145.647242,264.582442039734
1650834000000,2022-04-24 21:00:00,SBR/USD,0.020698,0.020698,0.020698,0.020698,0.0,0.0
1650830400000,2022-04-24 20:00:00,SBR/USD,0.020828,0.020828,0.020698,0.020698,14.403687,0.298127513526
1650826800000,2022-04-24 19:00:00,SBR/USD,0.020127,0.020828,0.020127,0.020828,4730.0,98.51644
1650823200000,2022-04-24 18:00:00,SBR/USD,0.020127,0.020127,0.020127,0.020127,0.0,0.0
1650819600000,2022-04-24 17:00:00,SBR/USD,0.020127,0.020127,0.020127,0.020127,0.0,0.0
1650816000000,2022-04-24 16:00:00,SBR/USD,0.020127,0.020127,0.020127,0.020127,0.0,0.0
1650812400000,2022-04-24 15:00:00,SBR/USD,0.022167,0.022167,0.02,0.020127,14416.335801,290.15759066672695
1650808800000,2022-04-24 14:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650805200000,2022-04-24 13:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650801600000,2022-04-24 12:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650798000000,2022-04-24 11:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650794400000,2022-04-24 10:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650790800000,2022-04-24 09:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650787200000,2022-04-24 08:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650783600000,2022-04-24 07:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650780000000,2022-04-24 06:00:00,SBR/USD,0.022167,0.022167,0.022167,0.022167,0.0,0.0
1650776400000,2022-04-24 05:00:00,SBR/USD,0.02234,0.02234,0.022167,0.022167,3580.574261,79.370589643587
1650772800000,2022-04-24 04:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650769200000,2022-04-24 03:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650765600000,2022-04-24 02:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650762000000,2022-04-24 01:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650758400000,2022-04-24 00:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650754800000,2022-04-23 23:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650751200000,2022-04-23 22:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650747600000,2022-04-23 21:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650744000000,2022-04-23 20:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650740400000,2022-04-23 19:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650736800000,2022-04-23 18:00:00,SBR/USD,0.02234,0.02234,0.02234,0.02234,0.0,0.0
1650733200000,2022-04-23 17:00:00,SBR/USD,0.021498,0.022363,0.021498,0.02234,390.0,8.7126
1650729600000,2022-04-23 16:00:00,SBR/USD,0.021498,0.021498,0.021498,0.021498,0.0,0.0
1650726000000,2022-04-23 15:00:00,SBR/USD,0.021498,0.021498,0.021498,0.021498,46473.371867,999.084548396766
