unix,date,symbol,open,high,low,close,Volume BOND,Volume USD
1651359600000,2022-04-30 23:00:00,BOND/USD,5.9974,6.0187,5.8346,5.8423,98.194051,573.6791041573
1651356000000,2022-04-30 22:00:00,BOND/USD,6.0242,6.0242,5.9932,5.9974,26.828932,160.90383677679998
1651352400000,2022-04-30 21:00:00,BOND/USD,6.0105,6.0342,6.0019,6.0242,9.849296,59.33412896320001
1651348800000,2022-04-30 20:00:00,BOND/USD,6.0485,6.0516,5.9929,6.0105,19.95277,119.926124085
1651345200000,2022-04-30 19:00:00,BOND/USD,6.03,6.0485,6.0127,6.0485,1.889282,11.427322177
1651341600000,2022-04-30 18:00:00,BOND/USD,6.0036,6.0591,6.0036,6.03,23.339657,140.73813171
1651338000000,2022-04-30 17:00:00,BOND/USD,6.061,6.0854,5.9809,6.0036,162.120178,973.3047006408
1651334400000,2022-04-30 16:00:00,BOND/USD,6.0845,6.096,6.0575,6.061,3.916147,23.735766967
1651330800000,2022-04-30 15:00:00,BOND/USD,6.0692,6.0845,6.0575,6.0845,4.611887,28.0610264515
1651327200000,2022-04-30 14:00:00,BOND/USD,6.1466,6.156,6.0692,6.0692,18.542841,112.5402105972
1651323600000,2022-04-30 13:00:00,BOND/USD,6.2026,6.206,6.1466,6.1466,1058.627414,6506.9592628924
1651320000000,2022-04-30 12:00:00,BOND/USD,6.2244,6.2538,6.2022,6.2026,83.603839,518.5611717813999
1651316400000,2022-04-30 11:00:00,BOND/USD,6.2225,6.2437,6.2195,6.2244,3.061808,19.0579177152
1651312800000,2022-04-30 10:00:00,BOND/USD,6.2088,6.2243,6.1932,6.2225,3.287011,20.4534259475
1651309200000,2022-04-30 09:00:00,BOND/USD,6.1029,6.2678,6.1029,6.2088,26.558892,164.8988486496
1651305600000,2022-04-30 08:00:00,BOND/USD,6.147,6.1554,6.0932,6.1029,8.467864,51.678527205600005
1651302000000,2022-04-30 07:00:00,BOND/USD,6.1943,6.1943,6.141,6.147,1.804689,11.093423283
1651298400000,2022-04-30 06:00:00,BOND/USD,6.1748,6.1943,6.161,6.1943,0.771132,4.7766229476
1651294800000,2022-04-30 05:00:00,BOND/USD,6.1534,6.1959,6.1467,6.1748,7.11134,43.911102232000005
1651291200000,2022-04-30 04:00:00,BOND/USD,6.1481,6.1559,6.1187,6.1534,0.823915,5.069878561
1651287600000,2022-04-30 03:00:00,BOND/USD,6.1114,6.168,6.0952,6.1481,4.459042,27.4146361202
1651284000000,2022-04-30 02:00:00,BOND/USD,6.1141,6.1462,6.111,6.1114,702.989603,4296.250659774199
1651280400000,2022-04-30 01:00:00,BOND/USD,6.127,6.127,6.09,6.1141,252.682566,1544.9264767806
1651276800000,2022-04-30 00:00:00,BOND/USD,6.1191,6.1386,6.0982,6.127,31.411221,192.456551067
1651273200000,2022-04-29 23:00:00,BOND/USD,6.1319,6.1421,6.1051,6.1191,264.011114,1615.5104076774005
1651269600000,2022-04-29 22:00:00,BOND/USD,6.1001,6.132,6.0805,6.1319,112.077316,687.2468939803999
1651266000000,2022-04-29 21:00:00,BOND/USD,6.1044,6.1298,6.096,6.1001,2.269639,13.845024863900004
1651262400000,2022-04-29 20:00:00,BOND/USD,6.0849,6.126,6.075,6.1044,53.520337,326.7095451828
1651258800000,2022-04-29 19:00:00,BOND/USD,6.192,6.2086,6.0849,6.0849,972.729888,5918.9640954912
1651255200000,2022-04-29 18:00:00,BOND/USD,6.2678,6.2954,6.1919,6.192,877.164992,5431.405630464
1651251600000,2022-04-29 17:00:00,BOND/USD,6.2314,6.2722,6.2161,6.2678,478.180488,2997.1396626864
1651248000000,2022-04-29 16:00:00,BOND/USD,6.2904,6.3307,6.2297,6.2314,82.193143,512.1783512902
1651244400000,2022-04-29 15:00:00,BOND/USD,6.2638,6.2964,6.2553,6.2904,47.230543,297.0990076872
1651240800000,2022-04-29 14:00:00,BOND/USD,6.3123,6.3353,6.2564,6.2638,4.192707,26.2622781066
1651237200000,2022-04-29 13:00:00,BOND/USD,6.2868,6.3284,6.2798,6.3123,65.359822,412.5708044105999
1651233600000,2022-04-29 12:00:00,BOND/USD,6.2297,6.3015,6.2233,6.2868,9.215201,57.934125646800005
1651230000000,2022-04-29 11:00:00,BOND/USD,6.3015,6.3015,6.2218,6.2297,8.97528,55.913301816
1651226400000,2022-04-29 10:00:00,BOND/USD,6.3907,6.3907,6.1507,6.3015,365.09853,2300.668386795
1651222800000,2022-04-29 09:00:00,BOND/USD,6.4757,6.4757,6.3907,6.3907,36.38994,232.557189558
1651219200000,2022-04-29 08:00:00,BOND/USD,6.5899,6.5931,6.4674,6.4757,508.215828,3291.0532373796
1651215600000,2022-04-29 07:00:00,BOND/USD,6.6173,6.627,6.5859,6.5899,17.217287,113.4601996013
1651212000000,2022-04-29 06:00:00,BOND/USD,6.7091,6.7107,6.6173,6.6173,128.069003,847.4710135519001
1651208400000,2022-04-29 05:00:00,BOND/USD,6.7592,6.766,6.7062,6.7091,11.159658,74.8712614878
1651204800000,2022-04-29 04:00:00,BOND/USD,6.7386,6.7592,6.7263,6.7592,1.094675,7.39912726
1651201200000,2022-04-29 03:00:00,BOND/USD,6.7423,6.7612,6.7252,6.7386,7.025244,47.3403092184
1651197600000,2022-04-29 02:00:00,BOND/USD,6.8069,6.8069,6.7422,6.7423,1.479913,9.9780174199
1651194000000,2022-04-29 01:00:00,BOND/USD,6.804,6.8161,6.7835,6.8069,20.475626,139.37553861939998
1651190400000,2022-04-29 00:00:00,BOND/USD,6.8212,6.8258,6.7835,6.804,7.571575,51.5169963
1651186800000,2022-04-28 23:00:00,BOND/USD,6.7958,6.8399,6.794,6.8212,340.677215,2323.827418958
1651183200000,2022-04-28 22:00:00,BOND/USD,6.7781,6.8181,6.7616,6.7958,136.601785,928.318410503
1651179600000,2022-04-28 21:00:00,BOND/USD,6.835,6.8407,6.7749,6.7781,3.195402,21.6587542962
1651176000000,2022-04-28 20:00:00,BOND/USD,6.8515,6.8515,6.8142,6.835,95.729223,654.309239205
1651172400000,2022-04-28 19:00:00,BOND/USD,6.9006,6.9215,6.8514,6.8515,7.988107,54.7305151105
1651168800000,2022-04-28 18:00:00,BOND/USD,6.9229,6.9764,6.8883,6.9006,866.584923,5979.9559196538
1651165200000,2022-04-28 17:00:00,BOND/USD,6.8212,6.9764,6.8212,6.9229,41.034949,284.0808484321
1651161600000,2022-04-28 16:00:00,BOND/USD,6.7572,6.8232,6.7321,6.8212,1803.627295,12302.902504654
1651158000000,2022-04-28 15:00:00,BOND/USD,6.7524,6.8652,6.7423,6.7572,944.544098,6382.4733790056
1651154400000,2022-04-28 14:00:00,BOND/USD,6.7321,6.7634,6.7278,6.7524,3.414916,23.0588787984
1651150800000,2022-04-28 13:00:00,BOND/USD,6.7873,6.7873,6.7278,6.7321,1428.369158,9615.9240085718
1651147200000,2022-04-28 12:00:00,BOND/USD,6.8517,6.8897,6.784,6.7873,22.096837,149.97786177010002
1651143600000,2022-04-28 11:00:00,BOND/USD,6.8357,6.8667,6.8357,6.8517,7.247925,49.6606077225
1651140000000,2022-04-28 10:00:00,BOND/USD,6.8586,6.8763,6.8159,6.8357,895.524901,6121.5395657657
1651136400000,2022-04-28 09:00:00,BOND/USD,6.8532,6.9021,6.8434,6.8586,4.327039,29.6774296854
1651132800000,2022-04-28 08:00:00,BOND/USD,6.8235,6.8941,6.8179,6.8532,6.571638,45.0367495416
1651129200000,2022-04-28 07:00:00,BOND/USD,6.7952,6.8535,6.7939,6.8235,3.965699,27.0599471265
1651125600000,2022-04-28 06:00:00,BOND/USD,6.815,6.8501,6.7615,6.7952,1425.857795,9688.988888584
1651122000000,2022-04-28 05:00:00,BOND/USD,6.8302,6.8384,6.8148,6.815,221.272836,1507.9743773400005
1651118400000,2022-04-28 04:00:00,BOND/USD,6.8532,6.8532,6.8148,6.8302,1.415734,9.6697463668
1651114800000,2022-04-28 03:00:00,BOND/USD,6.8403,6.8532,6.822,6.8532,2.998542,20.5496080344
1651111200000,2022-04-28 02:00:00,BOND/USD,6.8148,6.8403,6.8148,6.8403,2.862221,19.5784503063
1651107600000,2022-04-28 01:00:00,BOND/USD,6.8505,6.8941,6.8148,6.8148,31.075687,211.7745917676
1651104000000,2022-04-28 00:00:00,BOND/USD,6.8343,6.8515,6.8022,6.8505,93.37086,639.63707643
1651100400000,2022-04-27 23:00:00,BOND/USD,6.813,6.84,6.8005,6.8343,8.815723,60.2492956989
1651096800000,2022-04-27 22:00:00,BOND/USD,6.8026,6.8195,6.7856,6.813,1.466913,9.994078269
1651093200000,2022-04-27 21:00:00,BOND/USD,6.7953,6.823,6.7705,6.8026,0.959273,6.5255505098
1651089600000,2022-04-27 20:00:00,BOND/USD,6.7599,6.8116,6.7552,6.7953,8.379175,56.9390078775
1651086000000,2022-04-27 19:00:00,BOND/USD,6.7289,6.7599,6.7132,6.7599,481.378002,3254.0671557198
1651082400000,2022-04-27 18:00:00,BOND/USD,6.7497,6.7841,6.7255,6.7289,480.663814,3234.3387380246004
1651078800000,2022-04-27 17:00:00,BOND/USD,6.7284,6.7497,6.6818,6.7497,883.422771,5962.8386774187
1651075200000,2022-04-27 16:00:00,BOND/USD,6.6704,6.7558,6.6507,6.7284,7.612713,51.2213781492
1651071600000,2022-04-27 15:00:00,BOND/USD,6.6704,6.9391,6.6704,6.6704,49.456141,329.8922429264
1651068000000,2022-04-27 14:00:00,BOND/USD,6.8285,6.8652,6.6704,6.6704,19.916907,132.85373645279998
1651064400000,2022-04-27 13:00:00,BOND/USD,6.7062,6.8285,6.7062,6.8285,871.784313,5952.9791813205
1651060800000,2022-04-27 12:00:00,BOND/USD,6.7627,6.7734,6.7062,6.7062,6.694784,44.8965604608
1651057200000,2022-04-27 11:00:00,BOND/USD,6.8255,6.8255,6.7269,6.7627,14.364105,97.1401328835
1651053600000,2022-04-27 10:00:00,BOND/USD,6.8374,6.8586,6.7975,6.8255,11.341094,77.408637097
1651050000000,2022-04-27 09:00:00,BOND/USD,6.807,6.8592,6.8054,6.8374,862.88355,5899.87998477
1651046400000,2022-04-27 08:00:00,BOND/USD,6.8831,6.9391,6.7873,6.807,16.914554,115.137369078
1651042800000,2022-04-27 07:00:00,BOND/USD,6.8652,6.891,6.8552,6.8831,908.529523,6253.4995597613
1651039200000,2022-04-27 06:00:00,BOND/USD,6.8129,6.8652,6.8051,6.8652,4.984662,34.2207015624
1651035600000,2022-04-27 05:00:00,BOND/USD,6.7828,6.8285,6.7828,6.8129,43.894235,299.0470336315
1651032000000,2022-04-27 04:00:00,BOND/USD,6.7702,6.8114,6.7702,6.7828,903.635152,6129.1765089856
1651028400000,2022-04-27 03:00:00,BOND/USD,6.8028,6.8076,6.7702,6.7702,2.705494,18.3167354788
1651024800000,2022-04-27 02:00:00,BOND/USD,6.792,6.8114,6.792,6.8028,3.802989,25.870973569200004
1651021200000,2022-04-27 01:00:00,BOND/USD,6.7553,6.792,6.7545,6.792,7.880857,53.526780744
1651017600000,2022-04-27 00:00:00,BOND/USD,6.7144,6.792,6.6735,6.7553,905.055068,6113.9185008604
1651014000000,2022-04-26 23:00:00,BOND/USD,7.0594,7.0594,6.709,6.7144,1044.303284,7011.869970089601
1651010400000,2022-04-26 22:00:00,BOND/USD,7.0314,7.0594,7.0045,7.0594,963.188795,6799.534979423001
1651006800000,2022-04-26 21:00:00,BOND/USD,6.9386,7.037,6.9311,7.0314,14.255171,100.2338093694
1651003200000,2022-04-26 20:00:00,BOND/USD,7.1574,7.1574,6.9252,6.9386,53.203233,369.1559524938
1650999600000,2022-04-26 19:00:00,BOND/USD,7.0707,7.1574,6.9728,7.1574,958.055095,6857.183536953
1650996000000,2022-04-26 18:00:00,BOND/USD,7.092,7.092,6.9624,7.0707,1240.804996,8773.359885217202
1650992400000,2022-04-26 17:00:00,BOND/USD,7.0596,7.1351,7.0596,7.092,36.398575,258.1386939
1650988800000,2022-04-26 16:00:00,BOND/USD,7.0,7.1294,7.0,7.0596,1327.996264,9375.1224253344
1650985200000,2022-04-26 15:00:00,BOND/USD,7.108,7.2042,7.0,7.0,2325.911632,16281.381424
1650981600000,2022-04-26 14:00:00,BOND/USD,7.2159,7.2629,7.0882,7.108,154.888167,1100.945091036
1650978000000,2022-04-26 13:00:00,BOND/USD,7.3094,7.3094,7.2159,7.2159,964.456966,6959.4250209594
1650974400000,2022-04-26 12:00:00,BOND/USD,7.2323,7.3997,7.2262,7.3094,944.652747,6904.8447889218
1650970800000,2022-04-26 11:00:00,BOND/USD,7.3008,7.3008,7.2017,7.2323,39.46634,285.43241078200003
1650967200000,2022-04-26 10:00:00,BOND/USD,7.1677,7.3269,7.1677,7.3008,53.683955,391.935818664
1650963600000,2022-04-26 09:00:00,BOND/USD,7.1849,7.203,7.1677,7.1677,853.987835,6121.1286049295
1650960000000,2022-04-26 08:00:00,BOND/USD,7.21,7.2271,7.1808,7.1849,3.535383,25.4013733167
1650956400000,2022-04-26 07:00:00,BOND/USD,7.1976,7.2271,7.1962,7.21,1.762252,12.70583692
1650952800000,2022-04-26 06:00:00,BOND/USD,7.2342,7.2343,7.1972,7.1976,924.95836,6657.480291936
1650949200000,2022-04-26 05:00:00,BOND/USD,7.2273,7.2343,7.2214,7.2342,9.777411,70.73174665620002
1650945600000,2022-04-26 04:00:00,BOND/USD,7.2073,7.2343,7.1996,7.2273,2.498919,18.0604372887
1650942000000,2022-04-26 03:00:00,BOND/USD,7.2365,7.247,7.1842,7.2073,47.484014,342.23153410220004
1650938400000,2022-04-26 02:00:00,BOND/USD,7.2864,7.2864,7.2365,7.2365,952.966072,6896.138980028
1650934800000,2022-04-26 01:00:00,BOND/USD,7.3374,7.347,7.2864,7.2864,21.067924,153.5093214336
1650931200000,2022-04-26 00:00:00,BOND/USD,7.4007,7.4007,7.3061,7.3374,31.910502,234.1401173748
1650927600000,2022-04-25 23:00:00,BOND/USD,7.3507,7.4337,7.3456,7.4007,168.248896,1245.1596046272
1650924000000,2022-04-25 22:00:00,BOND/USD,7.314,7.376,7.2931,7.3507,21.929953,161.2005055171
1650920400000,2022-04-25 21:00:00,BOND/USD,7.2747,7.327,7.2747,7.314,1576.233643,11528.572864902
1650916800000,2022-04-25 20:00:00,BOND/USD,7.3208,7.3208,7.2743,7.2747,857.49695,6238.033062165
1650913200000,2022-04-25 19:00:00,BOND/USD,7.3133,7.3208,7.2283,7.3208,926.177845,6780.362767676001
1650909600000,2022-04-25 18:00:00,BOND/USD,7.2779,7.3601,7.2287,7.3133,59.076861,432.0468075513
1650906000000,2022-04-25 17:00:00,BOND/USD,7.3272,7.3419,7.2456,7.2779,835.265693,6078.9801870847
1650902400000,2022-04-25 16:00:00,BOND/USD,7.2125,7.3601,7.1732,7.3272,390.510803,2861.3507557416
1650898800000,2022-04-25 15:00:00,BOND/USD,7.1137,7.2214,7.1137,7.2125,75.845337,547.0344931125001
1650895200000,2022-04-25 14:00:00,BOND/USD,7.0424,7.156,7.0115,7.1137,1230.690871,8754.765649032699
1650891600000,2022-04-25 13:00:00,BOND/USD,7.0139,7.0974,6.9887,7.0424,49.326438,347.3765069712
1650888000000,2022-04-25 12:00:00,BOND/USD,7.0304,7.0304,6.9589,7.0139,802.365861,5627.7139124679
1650884400000,2022-04-25 11:00:00,BOND/USD,6.9848,7.049,6.9599,7.0304,6.543399,46.0027123296
1650880800000,2022-04-25 10:00:00,BOND/USD,6.9822,6.996,6.9676,6.9848,7.346148,51.3113745504
1650877200000,2022-04-25 09:00:00,BOND/USD,7.0752,7.0752,6.9421,6.9822,1623.121227,11332.9570311594
1650873600000,2022-04-25 08:00:00,BOND/USD,7.0139,7.0821,6.9468,7.0752,27.289522,193.0788260544
1650870000000,2022-04-25 07:00:00,BOND/USD,7.0499,7.0515,6.9252,7.0139,145.638615,1021.4946817484998
1650866400000,2022-04-25 06:00:00,BOND/USD,7.2268,7.2268,7.0499,7.0499,66.622096,469.6791145904
1650862800000,2022-04-25 05:00:00,BOND/USD,7.2286,7.2533,7.2246,7.2268,15.185049,109.7393121132
1650859200000,2022-04-25 04:00:00,BOND/USD,7.2429,7.2429,7.2246,7.2286,7.024494,50.7772573284
1650855600000,2022-04-25 03:00:00,BOND/USD,7.1664,7.2429,7.1632,7.2429,1165.359881,8440.5850820949
1650852000000,2022-04-25 02:00:00,BOND/USD,7.8,7.8107,7.1662,7.1664,913.865442,6549.125303548801
1650848400000,2022-04-25 01:00:00,BOND/USD,7.054,7.8107,7.054,7.8,908.814934,7088.7564852
1650844800000,2022-04-25 00:00:00,BOND/USD,7.1513,7.1514,7.054,7.054,174.504626,1230.955631804
1650841200000,2022-04-24 23:00:00,BOND/USD,7.1513,7.1766,7.1513,7.1513,759.832436,5433.7896995668
1650837600000,2022-04-24 22:00:00,BOND/USD,7.1896,7.201,7.1513,7.1513,15.699206,112.2697318678
1650834000000,2022-04-24 21:00:00,BOND/USD,7.1842,7.1896,7.156,7.1896,4.934907,35.4800073672
1650830400000,2022-04-24 20:00:00,BOND/USD,7.2578,7.2595,7.1662,7.1842,702.783204,5048.9350941768
1650826800000,2022-04-24 19:00:00,BOND/USD,7.2373,7.2611,7.2373,7.2578,13.932793,101.1214250354
1650823200000,2022-04-24 18:00:00,BOND/USD,7.1774,7.2392,7.1774,7.2373,0.778142,5.6316470966
1650819600000,2022-04-24 17:00:00,BOND/USD,7.2428,7.2465,7.1713,7.1774,155.606262,1116.8483848787998
1650816000000,2022-04-24 16:00:00,BOND/USD,7.2915,7.3152,7.2017,7.2428,802.099407,5809.4455850196
1650812400000,2022-04-24 15:00:00,BOND/USD,7.3208,7.3208,7.281,7.2915,3.262777,23.7905384955
1650808800000,2022-04-24 14:00:00,BOND/USD,7.3487,7.3605,7.2528,7.3208,881.809384,6455.550138387201
1650805200000,2022-04-24 13:00:00,BOND/USD,7.2806,7.3508,7.2374,7.3487,874.803883,6428.6712950021
1650801600000,2022-04-24 12:00:00,BOND/USD,7.2672,7.2938,7.2671,7.2806,762.165208,5549.0200133648
1650798000000,2022-04-24 11:00:00,BOND/USD,7.3013,7.3014,7.2671,7.2672,35.534954,258.2396177088
1650794400000,2022-04-24 10:00:00,BOND/USD,7.3183,7.3321,7.3013,7.3013,7.137411,52.1123789343
1650790800000,2022-04-24 09:00:00,BOND/USD,7.3243,7.333,7.3094,7.3183,0.721238,5.2782360554
1650787200000,2022-04-24 08:00:00,BOND/USD,7.351,7.351,7.3243,7.3243,834.691419,6113.5303601817
1650783600000,2022-04-24 07:00:00,BOND/USD,7.3746,7.3746,7.3396,7.351,0.478666,3.518673766
1650780000000,2022-04-24 06:00:00,BOND/USD,7.3266,7.3746,7.3251,7.3746,0.579561,4.2740305506
1650776400000,2022-04-24 05:00:00,BOND/USD,7.3345,7.3638,7.3251,7.3266,2.01618,14.771744387999998
1650772800000,2022-04-24 04:00:00,BOND/USD,7.3687,7.3729,7.3329,7.3345,741.638928,5439.550717416
1650769200000,2022-04-24 03:00:00,BOND/USD,7.3283,7.3765,7.3283,7.3687,7.789548,57.3988423476
1650765600000,2022-04-24 02:00:00,BOND/USD,7.3404,7.3522,7.3061,7.3283,339.516285,2488.0771913655
1650762000000,2022-04-24 01:00:00,BOND/USD,7.3437,7.3605,7.3218,7.3404,1.042842,7.6548774168
