unix,date,symbol,open,high,low,close,Volume LQTY,Volume USD
1651273200000,2022-04-29 23:00:00,LQTY/USD,1.641,1.641,1.623,1.629,234.945571,382.726335159
1651269600000,2022-04-29 22:00:00,LQTY/USD,1.641,1.641,1.641,1.641,0.0,0.0
1651266000000,2022-04-29 21:00:00,LQTY/USD,1.641,1.645,1.641,1.641,11.686921,19.178237361
1651262400000,2022-04-29 20:00:00,LQTY/USD,1.642,1.651,1.637,1.641,1900.479901,3118.687517541
1651258800000,2022-04-29 19:00:00,LQTY/USD,1.642,1.642,1.642,1.642,0.0,0.0
1651255200000,2022-04-29 18:00:00,LQTY/USD,1.642,1.642,1.642,1.642,0.0,0.0
1651251600000,2022-04-29 17:00:00,LQTY/USD,1.637,1.647,1.636,1.642,908.246519,1491.340784198
1651248000000,2022-04-29 16:00:00,LQTY/USD,1.642,1.647,1.628,1.637,757.332511,1239.753320507
1651244400000,2022-04-29 15:00:00,LQTY/USD,1.676,1.676,1.642,1.642,639.255639,1049.657759238
1651240800000,2022-04-29 14:00:00,LQTY/USD,1.703,1.707,1.676,1.676,497.419493,833.6750702679999
1651237200000,2022-04-29 13:00:00,LQTY/USD,1.688,1.703,1.677,1.703,2040.530585,3475.0235862550003
1651233600000,2022-04-29 12:00:00,LQTY/USD,1.696,1.696,1.686,1.688,407.443208,687.764135104
1651230000000,2022-04-29 11:00:00,LQTY/USD,1.703,1.703,1.696,1.696,412.995656,700.440632576
1651226400000,2022-04-29 10:00:00,LQTY/USD,1.703,1.703,1.703,1.703,0.0,0.0
1651222800000,2022-04-29 09:00:00,LQTY/USD,1.715,1.715,1.703,1.703,14.024917,23.884433651
1651219200000,2022-04-29 08:00:00,LQTY/USD,1.715,1.715,1.715,1.715,0.0,0.0
1651215600000,2022-04-29 07:00:00,LQTY/USD,1.721,1.721,1.715,1.715,292.362412,501.40153658
1651212000000,2022-04-29 06:00:00,LQTY/USD,1.726,1.726,1.721,1.721,91.047228,156.692279388
1651208400000,2022-04-29 05:00:00,LQTY/USD,1.724,1.726,1.709,1.726,456.338871,787.640891346
1651204800000,2022-04-29 04:00:00,LQTY/USD,1.724,1.724,1.724,1.724,0.0,0.0
1651201200000,2022-04-29 03:00:00,LQTY/USD,1.738,1.738,1.685,1.724,8714.112622,15023.130160328
1651197600000,2022-04-29 02:00:00,LQTY/USD,1.772,1.772,1.728,1.738,132.713693,230.656398434
1651194000000,2022-04-29 01:00:00,LQTY/USD,1.74,1.774,1.74,1.772,1102.096116,1952.914317552
1651190400000,2022-04-29 00:00:00,LQTY/USD,1.818,1.819,1.74,1.74,250.94207,436.6392018
1651186800000,2022-04-28 23:00:00,LQTY/USD,1.805,1.838,1.805,1.818,706.668372,1284.723100296
1651183200000,2022-04-28 22:00:00,LQTY/USD,1.792,1.805,1.792,1.805,202.297861,365.147639105
1651179600000,2022-04-28 21:00:00,LQTY/USD,1.738,1.818,1.738,1.792,3239.972989,5806.031596288
1651176000000,2022-04-28 20:00:00,LQTY/USD,1.745,1.746,1.738,1.738,231.041106,401.549442228
1651172400000,2022-04-28 19:00:00,LQTY/USD,1.75,1.75,1.74,1.745,139.074042,242.68420329
1651168800000,2022-04-28 18:00:00,LQTY/USD,1.75,1.75,1.75,1.75,0.0,0.0
1651165200000,2022-04-28 17:00:00,LQTY/USD,1.75,1.754,1.75,1.75,18.564358,32.4876265
1651161600000,2022-04-28 16:00:00,LQTY/USD,1.729,1.75,1.729,1.75,92.08771,161.1534925
1651158000000,2022-04-28 15:00:00,LQTY/USD,1.76,1.76,1.729,1.729,587.589718,1015.942622422
1651154400000,2022-04-28 14:00:00,LQTY/USD,1.76,1.762,1.735,1.76,1397.295481,2459.2400465600003
1651150800000,2022-04-28 13:00:00,LQTY/USD,1.78,1.78,1.749,1.76,446.174797,785.26764272
1651147200000,2022-04-28 12:00:00,LQTY/USD,1.805,1.805,1.776,1.78,383.856267,683.26415526
1651143600000,2022-04-28 11:00:00,LQTY/USD,1.805,1.805,1.805,1.805,0.0,0.0
1651140000000,2022-04-28 10:00:00,LQTY/USD,1.81,1.81,1.805,1.805,60.0,108.3
1651136400000,2022-04-28 09:00:00,LQTY/USD,1.81,1.81,1.81,1.81,0.0,0.0
1651132800000,2022-04-28 08:00:00,LQTY/USD,1.765,1.847,1.765,1.81,543.710854,984.11664574
1651129200000,2022-04-28 07:00:00,LQTY/USD,1.765,1.765,1.765,1.765,0.0,0.0
1651125600000,2022-04-28 06:00:00,LQTY/USD,1.765,1.765,1.765,1.765,0.0,0.0
1651122000000,2022-04-28 05:00:00,LQTY/USD,1.765,1.765,1.765,1.765,0.0,0.0
1651118400000,2022-04-28 04:00:00,LQTY/USD,1.723,1.765,1.723,1.765,5005.60681,8834.89601965
1651114800000,2022-04-28 03:00:00,LQTY/USD,1.741,1.741,1.708,1.723,271.985635,468.63124910500005
1651111200000,2022-04-28 02:00:00,LQTY/USD,1.771,1.771,1.738,1.741,128.542626,223.79271186600005
1651107600000,2022-04-28 01:00:00,LQTY/USD,1.861,1.861,1.731,1.771,800.786776,1418.193380296
1651104000000,2022-04-28 00:00:00,LQTY/USD,1.842,1.903,1.842,1.861,2472.62242,4601.55032362
1651100400000,2022-04-27 23:00:00,LQTY/USD,1.667,1.845,1.667,1.842,2855.588807,5259.9945824940005
1651096800000,2022-04-27 22:00:00,LQTY/USD,1.667,1.667,1.667,1.667,0.0,0.0
1651093200000,2022-04-27 21:00:00,LQTY/USD,1.667,1.667,1.667,1.667,0.0,0.0
1651089600000,2022-04-27 20:00:00,LQTY/USD,1.673,1.673,1.667,1.667,5.232696,8.722904232
1651086000000,2022-04-27 19:00:00,LQTY/USD,1.691,1.691,1.667,1.673,28.14248,47.08236904
1651082400000,2022-04-27 18:00:00,LQTY/USD,1.691,1.691,1.691,1.691,0.0,0.0
1651078800000,2022-04-27 17:00:00,LQTY/USD,1.61,1.697,1.61,1.691,1216.977267,2057.908558497
1651075200000,2022-04-27 16:00:00,LQTY/USD,1.61,1.61,1.61,1.61,0.0,0.0
1651071600000,2022-04-27 15:00:00,LQTY/USD,1.684,1.684,1.6,1.61,1.17338,1.8891418
1651068000000,2022-04-27 14:00:00,LQTY/USD,1.684,1.684,1.684,1.684,0.0,0.0
1651064400000,2022-04-27 13:00:00,LQTY/USD,1.681,1.684,1.668,1.684,146.470415,246.65617886
1651060800000,2022-04-27 12:00:00,LQTY/USD,1.686,1.686,1.681,1.681,91.175954,153.26677867400002
1651057200000,2022-04-27 11:00:00,LQTY/USD,1.686,1.686,1.686,1.686,0.0,0.0
1651053600000,2022-04-27 10:00:00,LQTY/USD,1.69,1.69,1.686,1.686,5.315634,8.962158924
1651050000000,2022-04-27 09:00:00,LQTY/USD,1.697,1.697,1.69,1.69,109.146796,184.45808524
1651046400000,2022-04-27 08:00:00,LQTY/USD,1.688,1.697,1.688,1.697,192.842921,327.254436937
1651042800000,2022-04-27 07:00:00,LQTY/USD,1.688,1.688,1.688,1.688,0.0,0.0
1651039200000,2022-04-27 06:00:00,LQTY/USD,1.667,1.696,1.667,1.688,412.218984,695.825644992
1651035600000,2022-04-27 05:00:00,LQTY/USD,1.704,1.704,1.667,1.667,16.487529,27.484710843
1651032000000,2022-04-27 04:00:00,LQTY/USD,1.704,1.704,1.704,1.704,0.0,0.0
1651028400000,2022-04-27 03:00:00,LQTY/USD,1.704,1.704,1.704,1.704,0.0,0.0
1651024800000,2022-04-27 02:00:00,LQTY/USD,1.695,1.704,1.695,1.704,1.17338,1.99943952
1651021200000,2022-04-27 01:00:00,LQTY/USD,1.61,1.696,1.61,1.695,510.0,864.45
1651017600000,2022-04-27 00:00:00,LQTY/USD,1.624,1.624,1.601,1.61,726.78409,1170.1223849
1651014000000,2022-04-26 23:00:00,LQTY/USD,1.681,1.681,1.623,1.624,955.964916,1552.487023584
1651010400000,2022-04-26 22:00:00,LQTY/USD,1.68,1.681,1.68,1.681,86.988165,146.227105365
1651006800000,2022-04-26 21:00:00,LQTY/USD,1.68,1.68,1.68,1.68,0.0,0.0
1651003200000,2022-04-26 20:00:00,LQTY/USD,1.68,1.68,1.68,1.68,0.0,0.0
1650999600000,2022-04-26 19:00:00,LQTY/USD,1.68,1.68,1.68,1.68,0.0,0.0
1650996000000,2022-04-26 18:00:00,LQTY/USD,1.68,1.68,1.68,1.68,0.0,0.0
1650992400000,2022-04-26 17:00:00,LQTY/USD,1.681,1.681,1.68,1.68,177.973372,298.99526496
1650988800000,2022-04-26 16:00:00,LQTY/USD,1.681,1.681,1.681,1.681,28.875054,48.538965774
1650985200000,2022-04-26 15:00:00,LQTY/USD,1.682,1.682,1.681,1.681,86.988165,146.227105365
1650981600000,2022-04-26 14:00:00,LQTY/USD,1.715,1.715,1.682,1.682,86.936723,146.227568086
1650978000000,2022-04-26 13:00:00,LQTY/USD,1.716,1.716,1.715,1.715,13.63689,23.38726635
1650974400000,2022-04-26 12:00:00,LQTY/USD,1.716,1.716,1.716,1.716,0.0,0.0
1650970800000,2022-04-26 11:00:00,LQTY/USD,1.716,1.716,1.716,1.716,0.0,0.0
1650967200000,2022-04-26 10:00:00,LQTY/USD,1.716,1.716,1.716,1.716,0.0,0.0
1650963600000,2022-04-26 09:00:00,LQTY/USD,1.723,1.723,1.711,1.716,1042.142766,1788.3169864559998
1650960000000,2022-04-26 08:00:00,LQTY/USD,1.705,1.723,1.705,1.723,349.004265,601.3343485949999
1650956400000,2022-04-26 07:00:00,LQTY/USD,1.69,1.705,1.69,1.705,834.907918,1423.51800019
1650952800000,2022-04-26 06:00:00,LQTY/USD,1.69,1.69,1.69,1.69,0.0,0.0
1650949200000,2022-04-26 05:00:00,LQTY/USD,1.69,1.693,1.69,1.69,263.107173,444.65112237
1650945600000,2022-04-26 04:00:00,LQTY/USD,1.693,1.693,1.68,1.69,523.55675,884.8109074999999
1650942000000,2022-04-26 03:00:00,LQTY/USD,1.693,1.693,1.693,1.693,0.0,0.0
1650938400000,2022-04-26 02:00:00,LQTY/USD,1.693,1.693,1.693,1.693,0.0,0.0
1650934800000,2022-04-26 01:00:00,LQTY/USD,1.703,1.703,1.692,1.693,87.369501,147.916565193
1650931200000,2022-04-26 00:00:00,LQTY/USD,1.696,1.708,1.696,1.703,287.857528,490.221370184
1650927600000,2022-04-25 23:00:00,LQTY/USD,1.695,1.701,1.695,1.696,558.027233,946.414187168
1650924000000,2022-04-25 22:00:00,LQTY/USD,1.717,1.719,1.695,1.695,490.779099,831.8705728049999
1650920400000,2022-04-25 21:00:00,LQTY/USD,1.722,1.724,1.717,1.717,740.192589,1270.910675313
1650916800000,2022-04-25 20:00:00,LQTY/USD,1.7,1.722,1.7,1.722,96.848994,166.773967668
1650913200000,2022-04-25 19:00:00,LQTY/USD,1.678,1.7,1.678,1.7,424.895,722.3214999999999
1650909600000,2022-04-25 18:00:00,LQTY/USD,1.679,1.684,1.674,1.678,287.280854,482.057273012
1650906000000,2022-04-25 17:00:00,LQTY/USD,1.683,1.687,1.677,1.679,347.310251,583.133911429
1650902400000,2022-04-25 16:00:00,LQTY/USD,1.674,1.683,1.659,1.683,1492.399335,2511.708080805
1650898800000,2022-04-25 15:00:00,LQTY/USD,1.671,1.674,1.671,1.674,390.781248,654.167809152
1650895200000,2022-04-25 14:00:00,LQTY/USD,1.705,1.705,1.664,1.671,1542.771273,2577.9707971830003
1650891600000,2022-04-25 13:00:00,LQTY/USD,1.674,1.705,1.674,1.705,292.573002,498.83696841
1650888000000,2022-04-25 12:00:00,LQTY/USD,1.674,1.674,1.674,1.674,0.0,0.0
1650884400000,2022-04-25 11:00:00,LQTY/USD,1.647,1.674,1.646,1.674,1876.545161,3141.336599514
1650880800000,2022-04-25 10:00:00,LQTY/USD,1.646,1.647,1.646,1.647,90.716917,149.410762299
1650877200000,2022-04-25 09:00:00,LQTY/USD,1.677,1.677,1.646,1.646,1172.886049,1930.570436654
1650873600000,2022-04-25 08:00:00,LQTY/USD,1.709,1.709,1.677,1.677,643.590206,1079.300775462
1650870000000,2022-04-25 07:00:00,LQTY/USD,1.715,1.715,1.709,1.709,399.157681,682.1604768290001
1650866400000,2022-04-25 06:00:00,LQTY/USD,1.715,1.715,1.715,1.715,0.0,0.0
1650862800000,2022-04-25 05:00:00,LQTY/USD,1.715,1.715,1.715,1.715,0.0,0.0
1650859200000,2022-04-25 04:00:00,LQTY/USD,1.703,1.715,1.703,1.715,1020.470944,1750.1076689600002
1650855600000,2022-04-25 03:00:00,LQTY/USD,1.703,1.703,1.703,1.703,0.0,0.0
1650852000000,2022-04-25 02:00:00,LQTY/USD,1.714,1.714,1.703,1.703,1531.441415,2608.044729745
1650848400000,2022-04-25 01:00:00,LQTY/USD,1.752,1.752,1.714,1.714,7957.410756,13639.002035784
1650844800000,2022-04-25 00:00:00,LQTY/USD,1.772,1.776,1.743,1.752,1477.243745,2588.13104124
1650841200000,2022-04-24 23:00:00,LQTY/USD,1.772,1.772,1.772,1.772,0.0,0.0
1650837600000,2022-04-24 22:00:00,LQTY/USD,1.776,1.776,1.771,1.772,179.760692,318.535946224
1650834000000,2022-04-24 21:00:00,LQTY/USD,1.776,1.776,1.776,1.776,0.0,0.0
1650830400000,2022-04-24 20:00:00,LQTY/USD,1.776,1.776,1.776,1.776,0.0,0.0
1650826800000,2022-04-24 19:00:00,LQTY/USD,1.782,1.782,1.77,1.776,265.619177,471.739658352
1650823200000,2022-04-24 18:00:00,LQTY/USD,1.782,1.782,1.782,1.782,0.0,0.0
1650819600000,2022-04-24 17:00:00,LQTY/USD,1.79,1.79,1.782,1.782,2.846314,5.072131548
1650816000000,2022-04-24 16:00:00,LQTY/USD,1.78,1.798,1.78,1.79,242.34277,433.7935583
1650812400000,2022-04-24 15:00:00,LQTY/USD,1.78,1.78,1.78,1.78,0.0,0.0
1650808800000,2022-04-24 14:00:00,LQTY/USD,1.792,1.792,1.78,1.78,52.46841,93.3937698
1650805200000,2022-04-24 13:00:00,LQTY/USD,1.792,1.792,1.792,1.792,0.0,0.0
1650801600000,2022-04-24 12:00:00,LQTY/USD,1.792,1.792,1.792,1.792,0.0,0.0
1650798000000,2022-04-24 11:00:00,LQTY/USD,1.792,1.792,1.792,1.792,0.0,0.0
1650794400000,2022-04-24 10:00:00,LQTY/USD,1.78,1.797,1.78,1.792,10.249169,18.366510848
1650790800000,2022-04-24 09:00:00,LQTY/USD,1.78,1.78,1.78,1.78,0.0,0.0
1650787200000,2022-04-24 08:00:00,LQTY/USD,1.78,1.78,1.78,1.78,0.0,0.0
1650783600000,2022-04-24 07:00:00,LQTY/USD,1.784,1.784,1.78,1.78,472.80689,841.5962642000001
1650780000000,2022-04-24 06:00:00,LQTY/USD,1.784,1.784,1.784,1.784,0.0,0.0
1650776400000,2022-04-24 05:00:00,LQTY/USD,1.784,1.784,1.784,1.784,0.0,0.0
1650772800000,2022-04-24 04:00:00,LQTY/USD,1.78,1.784,1.78,1.784,77.417735,138.11323923999998
1650769200000,2022-04-24 03:00:00,LQTY/USD,1.78,1.79,1.78,1.78,917.714258,1633.53137924
1650765600000,2022-04-24 02:00:00,LQTY/USD,1.78,1.78,1.777,1.78,1126.031993,2004.33694754
1650762000000,2022-04-24 01:00:00,LQTY/USD,1.79,1.79,1.78,1.78,87.622306,155.96770468
1650758400000,2022-04-24 00:00:00,LQTY/USD,1.784,1.79,1.78,1.79,543.167877,972.27049983
1650754800000,2022-04-23 23:00:00,LQTY/USD,1.79,1.792,1.783,1.784,270.204726,482.045231184
1650751200000,2022-04-23 22:00:00,LQTY/USD,1.806,1.806,1.789,1.79,658.049417,1177.90845643
1650747600000,2022-04-23 21:00:00,LQTY/USD,1.798,1.806,1.798,1.806,7.01764,12.67385784
1650744000000,2022-04-23 20:00:00,LQTY/USD,1.773,1.799,1.773,1.798,748.517473,1345.834416454
1650740400000,2022-04-23 19:00:00,LQTY/USD,1.775,1.781,1.773,1.773,159.892047,283.488599331
1650736800000,2022-04-23 18:00:00,LQTY/USD,1.767,1.775,1.767,1.775,1224.01989,2172.63530475
1650733200000,2022-04-23 17:00:00,LQTY/USD,1.801,1.801,1.756,1.767,2866.144722,5064.477723774
1650729600000,2022-04-23 16:00:00,LQTY/USD,1.801,1.801,1.8,1.801,93.647409,168.658983609
1650726000000,2022-04-23 15:00:00,LQTY/USD,1.801,1.801,1.801,1.801,0.0,0.0
1650722400000,2022-04-23 14:00:00,LQTY/USD,1.811,1.811,1.801,1.801,2.466491,4.442150291
1650718800000,2022-04-23 13:00:00,LQTY/USD,1.811,1.811,1.811,1.811,0.0,0.0
1650715200000,2022-04-23 12:00:00,LQTY/USD,1.817,1.817,1.811,1.811,33.783634,61.182161174
1650711600000,2022-04-23 11:00:00,LQTY/USD,1.818,1.818,1.81,1.817,2.74,4.97858
1650708000000,2022-04-23 10:00:00,LQTY/USD,1.818,1.818,1.818,1.818,0.0,0.0
1650704400000,2022-04-23 09:00:00,LQTY/USD,1.818,1.818,1.818,1.818,0.0,0.0
1650700800000,2022-04-23 08:00:00,LQTY/USD,1.818,1.818,1.818,1.818,0.0,0.0
1650697200000,2022-04-23 07:00:00,LQTY/USD,1.818,1.818,1.818,1.818,26.263676,47.747362968
1650693600000,2022-04-23 06:00:00,LQTY/USD,1.818,1.818,1.818,1.818,0.0,0.0
1650690000000,2022-04-23 05:00:00,LQTY/USD,1.818,1.818,1.818,1.818,10.0,18.18
