unix,date,symbol,open,high,low,close,Volume ASH,Volume USD
1651273200000,2022-04-29 23:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651269600000,2022-04-29 22:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651266000000,2022-04-29 21:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.016917,0.0761265
1651262400000,2022-04-29 20:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651258800000,2022-04-29 19:00:00,ASH/USD,4.9,4.9,4.5,4.5,0.058961,0.2653245
1651255200000,2022-04-29 18:00:00,ASH/USD,4.9,4.9,4.9,4.9,0.0,0.0
1651251600000,2022-04-29 17:00:00,ASH/USD,4.9,4.9,4.9,4.9,0.0,0.0
1651248000000,2022-04-29 16:00:00,ASH/USD,4.9,4.9,4.9,4.9,0.0,0.0
1651244400000,2022-04-29 15:00:00,ASH/USD,4.1,5.1,4.1,4.9,19.572941,95.9074109
1651240800000,2022-04-29 14:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651237200000,2022-04-29 13:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651233600000,2022-04-29 12:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651230000000,2022-04-29 11:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651226400000,2022-04-29 10:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651222800000,2022-04-29 09:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651219200000,2022-04-29 08:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651215600000,2022-04-29 07:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651212000000,2022-04-29 06:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651208400000,2022-04-29 05:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651204800000,2022-04-29 04:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651201200000,2022-04-29 03:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651197600000,2022-04-29 02:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651194000000,2022-04-29 01:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651190400000,2022-04-29 00:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651186800000,2022-04-28 23:00:00,ASH/USD,4.1,4.1,4.1,4.1,188.648697,773.4596577
1651183200000,2022-04-28 22:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651179600000,2022-04-28 21:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651176000000,2022-04-28 20:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651172400000,2022-04-28 19:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651168800000,2022-04-28 18:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651165200000,2022-04-28 17:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651161600000,2022-04-28 16:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651158000000,2022-04-28 15:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651154400000,2022-04-28 14:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651150800000,2022-04-28 13:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651147200000,2022-04-28 12:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651143600000,2022-04-28 11:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651140000000,2022-04-28 10:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651136400000,2022-04-28 09:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651132800000,2022-04-28 08:00:00,ASH/USD,4.1,4.1,4.1,4.1,0.0,0.0
1651129200000,2022-04-28 07:00:00,ASH/USD,4.5,4.5,4.1,4.1,795.77207,3262.665487
1651125600000,2022-04-28 06:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651122000000,2022-04-28 05:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651118400000,2022-04-28 04:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651114800000,2022-04-28 03:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651111200000,2022-04-28 02:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651107600000,2022-04-28 01:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651104000000,2022-04-28 00:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1651100400000,2022-04-27 23:00:00,ASH/USD,4.51,4.51,4.5,4.5,12.162965,54.7333425
1651096800000,2022-04-27 22:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651093200000,2022-04-27 21:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651089600000,2022-04-27 20:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651086000000,2022-04-27 19:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651082400000,2022-04-27 18:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651078800000,2022-04-27 17:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651075200000,2022-04-27 16:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651071600000,2022-04-27 15:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651068000000,2022-04-27 14:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651064400000,2022-04-27 13:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651060800000,2022-04-27 12:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651057200000,2022-04-27 11:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651053600000,2022-04-27 10:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651050000000,2022-04-27 09:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651046400000,2022-04-27 08:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651042800000,2022-04-27 07:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651039200000,2022-04-27 06:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651035600000,2022-04-27 05:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.048764,0.21992564
1651032000000,2022-04-27 04:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651028400000,2022-04-27 03:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651024800000,2022-04-27 02:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651021200000,2022-04-27 01:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651017600000,2022-04-27 00:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651014000000,2022-04-26 23:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651010400000,2022-04-26 22:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651006800000,2022-04-26 21:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1651003200000,2022-04-26 20:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1650999600000,2022-04-26 19:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1650996000000,2022-04-26 18:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1650992400000,2022-04-26 17:00:00,ASH/USD,4.51,4.51,4.51,4.51,0.0,0.0
1650988800000,2022-04-26 16:00:00,ASH/USD,4.5,4.51,4.5,4.51,27.0,121.77
1650985200000,2022-04-26 15:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650981600000,2022-04-26 14:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650978000000,2022-04-26 13:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650974400000,2022-04-26 12:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650970800000,2022-04-26 11:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650967200000,2022-04-26 10:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650963600000,2022-04-26 09:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650960000000,2022-04-26 08:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650956400000,2022-04-26 07:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650952800000,2022-04-26 06:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650949200000,2022-04-26 05:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650945600000,2022-04-26 04:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650942000000,2022-04-26 03:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650938400000,2022-04-26 02:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650934800000,2022-04-26 01:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650931200000,2022-04-26 00:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650927600000,2022-04-25 23:00:00,ASH/USD,4.5,4.5,4.5,4.5,0.0,0.0
1650924000000,2022-04-25 22:00:00,ASH/USD,5.0,5.0,4.5,4.5,0.01,0.045
1650920400000,2022-04-25 21:00:00,ASH/USD,5.0,5.0,5.0,5.0,0.0,0.0
1650916800000,2022-04-25 20:00:00,ASH/USD,5.0,5.0,5.0,5.0,0.0,0.0
1650913200000,2022-04-25 19:00:00,ASH/USD,5.0,5.0,5.0,5.0,0.0,0.0
1650909600000,2022-04-25 18:00:00,ASH/USD,5.0,5.0,5.0,5.0,0.0,0.0
1650906000000,2022-04-25 17:00:00,ASH/USD,5.0,5.0,5.0,5.0,0.0,0.0
1650902400000,2022-04-25 16:00:00,ASH/USD,5.0,5.0,5.0,5.0,0.0,0.0
1650898800000,2022-04-25 15:00:00,ASH/USD,5.0,5.0,5.0,5.0,0.0,0.0
1650895200000,2022-04-25 14:00:00,ASH/USD,4.75,5.0,3.34,5.0,1029.865485,5149.327425
1650891600000,2022-04-25 13:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650888000000,2022-04-25 12:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650884400000,2022-04-25 11:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650880800000,2022-04-25 10:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650877200000,2022-04-25 09:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650873600000,2022-04-25 08:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650870000000,2022-04-25 07:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650866400000,2022-04-25 06:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650862800000,2022-04-25 05:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650859200000,2022-04-25 04:00:00,ASH/USD,4.75,4.75,4.75,4.75,0.0,0.0
1650855600000,2022-04-25 03:00:00,ASH/USD,5.25,5.25,4.75,4.75,1.0,4.75
1650852000000,2022-04-25 02:00:00,ASH/USD,5.4,5.45,5.25,5.25,2.0,10.5
1650848400000,2022-04-25 01:00:00,ASH/USD,4.091,5.45,4.091,5.4,792.54537,4279.744998
1650844800000,2022-04-25 00:00:00,ASH/USD,4.761,4.761,3.974,4.091,128.886061,527.2728755510001
1650841200000,2022-04-24 23:00:00,ASH/USD,5.5,5.5,4.761,4.761,111.0,528.471
1650837600000,2022-04-24 22:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650834000000,2022-04-24 21:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650830400000,2022-04-24 20:00:00,ASH/USD,5.091,5.5,5.091,5.5,1.0,5.5
1650826800000,2022-04-24 19:00:00,ASH/USD,5.091,5.091,5.091,5.091,0.0,0.0
1650823200000,2022-04-24 18:00:00,ASH/USD,5.091,5.091,5.091,5.091,0.0,0.0
1650819600000,2022-04-24 17:00:00,ASH/USD,5.091,5.091,5.091,5.091,0.0,0.0
1650816000000,2022-04-24 16:00:00,ASH/USD,5.091,5.091,5.091,5.091,0.0,0.0
1650812400000,2022-04-24 15:00:00,ASH/USD,5.091,5.091,5.091,5.091,0.0,0.0
1650808800000,2022-04-24 14:00:00,ASH/USD,5.091,5.091,5.091,5.091,0.0,0.0
1650805200000,2022-04-24 13:00:00,ASH/USD,5.091,5.091,5.091,5.091,0.0,0.0
1650801600000,2022-04-24 12:00:00,ASH/USD,5.091,5.091,5.091,5.091,0.0,0.0
1650798000000,2022-04-24 11:00:00,ASH/USD,4.608,5.091,4.608,5.091,28.942865,147.348125715
1650794400000,2022-04-24 10:00:00,ASH/USD,4.608,4.608,4.608,4.608,0.005293,0.024390144
1650790800000,2022-04-24 09:00:00,ASH/USD,4.608,4.608,4.608,4.608,0.0,0.0
1650787200000,2022-04-24 08:00:00,ASH/USD,4.608,4.608,4.608,4.608,0.0,0.0
1650783600000,2022-04-24 07:00:00,ASH/USD,4.608,4.608,4.608,4.608,0.0,0.0
1650780000000,2022-04-24 06:00:00,ASH/USD,5.5,5.5,4.608,4.608,0.105925,0.4881024
1650776400000,2022-04-24 05:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650772800000,2022-04-24 04:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650769200000,2022-04-24 03:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650765600000,2022-04-24 02:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650762000000,2022-04-24 01:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650758400000,2022-04-24 00:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650754800000,2022-04-23 23:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650751200000,2022-04-23 22:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650747600000,2022-04-23 21:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650744000000,2022-04-23 20:00:00,ASH/USD,5.5,5.5,5.5,5.5,0.0,0.0
1650740400000,2022-04-23 19:00:00,ASH/USD,5.95,5.95,5.5,5.5,20.0,110.0
1650736800000,2022-04-23 18:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650733200000,2022-04-23 17:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650729600000,2022-04-23 16:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650726000000,2022-04-23 15:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650722400000,2022-04-23 14:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650718800000,2022-04-23 13:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650715200000,2022-04-23 12:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650711600000,2022-04-23 11:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650708000000,2022-04-23 10:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650704400000,2022-04-23 09:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650700800000,2022-04-23 08:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650697200000,2022-04-23 07:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650693600000,2022-04-23 06:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650690000000,2022-04-23 05:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650686400000,2022-04-23 04:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650682800000,2022-04-23 03:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650679200000,2022-04-23 02:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650675600000,2022-04-23 01:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650672000000,2022-04-23 00:00:00,ASH/USD,5.95,5.95,5.95,5.95,0.0,0.0
1650668400000,2022-04-22 23:00:00,ASH/USD,5.5,5.95,4.1,5.95,940.975297,5598.80301715
1650664800000,2022-04-22 22:00:00,ASH/USD,5.74,5.74,5.5,5.5,879.472727,4837.0999985
1650661200000,2022-04-22 21:00:00,ASH/USD,5.74,5.74,5.74,5.74,0.0,0.0
1650657600000,2022-04-22 20:00:00,ASH/USD,5.74,5.74,5.74,5.74,0.0,0.0
1650654000000,2022-04-22 19:00:00,ASH/USD,5.74,5.74,5.74,5.74,0.0,0.0
1650650400000,2022-04-22 18:00:00,ASH/USD,5.74,5.74,5.74,5.74,0.0,0.0
1650646800000,2022-04-22 17:00:00,ASH/USD,4.091,5.74,4.091,5.74,1.0,5.74
1650643200000,2022-04-22 16:00:00,ASH/USD,4.091,4.091,4.091,4.091,0.0,0.0
1650639600000,2022-04-22 15:00:00,ASH/USD,4.091,4.091,4.091,4.091,0.0,0.0
