unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1651528800000,2022-05-02 22:00:00,AAVE/USD,146.0405,146.6893,143.838,144.1403,14.219957,2049.6688679671
1651525200000,2022-05-02 21:00:00,AAVE/USD,143.5381,146.4377,143.521,146.0405,250.714365,36614.4512217825
1651521600000,2022-05-02 20:00:00,AAVE/USD,144.3977,145.759,143.3188,143.5381,40.328335,5788.6525820635
1651518000000,2022-05-02 19:00:00,AAVE/USD,141.8939,144.6051,141.8939,144.3977,19.032786,2748.2905229922
1651514400000,2022-05-02 18:00:00,AAVE/USD,139.4008,142.2754,139.2733,141.8939,53.778336,7630.817830550401
1651510800000,2022-05-02 17:00:00,AAVE/USD,142.2754,142.2754,139.083,139.4008,285.341463,39776.8282153704
1651507200000,2022-05-02 16:00:00,AAVE/USD,144.5009,144.918,142.2754,142.2754,322.598816,45897.8755859264
1651503600000,2022-05-02 15:00:00,AAVE/USD,145.023,146.1101,143.8355,144.5009,12.841437,1855.5992037933
1651500000000,2022-05-02 14:00:00,AAVE/USD,145.0634,146.2612,143.1167,145.023,52.842308,7663.350033084001
1651496400000,2022-05-02 13:00:00,AAVE/USD,142.0162,145.486,140.9819,145.0634,79.313893,11505.5429858162
1651492800000,2022-05-02 12:00:00,AAVE/USD,140.9342,143.1543,140.7096,142.0162,6.183833,878.2044640946
1651489200000,2022-05-02 11:00:00,AAVE/USD,143.0858,143.1433,140.7624,140.9342,36.642337,5164.158451225399
1651485600000,2022-05-02 10:00:00,AAVE/USD,143.664,144.7644,142.5604,143.0858,3.172925,454.000511965
1651482000000,2022-05-02 09:00:00,AAVE/USD,144.041,145.6597,143.4765,143.664,15.246071,2190.311544144
1651478400000,2022-05-02 08:00:00,AAVE/USD,146.0136,146.0136,143.7362,144.041,29.578621,4260.534147461
1651474800000,2022-05-02 07:00:00,AAVE/USD,148.2478,148.3262,146.0136,146.0136,62.765546,9164.6233274256
1651471200000,2022-05-02 06:00:00,AAVE/USD,147.6889,148.74,147.3022,148.2478,8.890018,1317.9256104604
1651467600000,2022-05-02 05:00:00,AAVE/USD,147.5166,147.7741,146.3026,147.6889,15.993291,2362.0315551698995
1651464000000,2022-05-02 04:00:00,AAVE/USD,146.4848,147.7154,145.4128,147.5166,236.792491,34930.8231778506
1651460400000,2022-05-02 03:00:00,AAVE/USD,145.8195,146.663,145.8195,146.4848,3.750019,549.3207832112
1651456800000,2022-05-02 02:00:00,AAVE/USD,145.6059,145.85,144.9406,145.8195,3.678871,536.4511297845
1651453200000,2022-05-02 01:00:00,AAVE/USD,147.5694,147.6922,145.6059,145.6059,5.941439,865.1085728900999
1651449600000,2022-05-02 00:00:00,AAVE/USD,146.5178,148.5087,146.4199,147.5694,20.898998,3084.0525954612
1651446000000,2022-05-01 23:00:00,AAVE/USD,143.7554,147.1687,143.3596,146.5178,29.29778,4292.646270484
1651442400000,2022-05-01 22:00:00,AAVE/USD,144.1954,146.0958,143.6418,143.7554,23.482196,3375.6924788584
1651438800000,2022-05-01 21:00:00,AAVE/USD,145.3094,145.8601,143.2864,144.1954,8.591502,1238.8550674908
1651435200000,2022-05-01 20:00:00,AAVE/USD,142.8688,145.3094,141.6899,145.3094,41.306908,6002.2820173352
1651431600000,2022-05-01 19:00:00,AAVE/USD,143.7996,143.8184,141.6899,142.8688,117.820074,16832.8125882912
1651428000000,2022-05-01 18:00:00,AAVE/USD,146.7827,146.8195,143.7996,143.7996,27.976469,4023.0050516124
1651424400000,2022-05-01 17:00:00,AAVE/USD,147.5654,148.5858,146.5953,146.7827,89.463145,13131.6419735915
1651420800000,2022-05-01 16:00:00,AAVE/USD,146.4542,148.5455,146.4542,147.5654,52.884965,7803.991014211001
1651417200000,2022-05-01 15:00:00,AAVE/USD,141.5124,147.638,141.5124,146.4542,62.710769,9184.2555052798
1651413600000,2022-05-01 14:00:00,AAVE/USD,140.7935,141.8531,140.0722,141.5124,31.274926,4425.789838082401
1651410000000,2022-05-01 13:00:00,AAVE/USD,141.91,142.7842,140.7935,140.7935,62.601992,8813.953560652
1651406400000,2022-05-01 12:00:00,AAVE/USD,141.8811,143.7086,141.3361,141.91,64.942184,9215.94533144
1651402800000,2022-05-01 11:00:00,AAVE/USD,143.4311,143.4311,141.6899,141.8811,6.833849,969.5940133539
1651399200000,2022-05-01 10:00:00,AAVE/USD,143.3488,143.9288,142.4015,143.4311,0.931031,133.5388004641
1651395600000,2022-05-01 09:00:00,AAVE/USD,144.5206,144.8241,142.2477,143.3488,1.894523,271.5775986224
1651392000000,2022-05-01 08:00:00,AAVE/USD,142.7681,144.8242,142.7681,144.5206,8.731497,1261.8811853382
1651388400000,2022-05-01 07:00:00,AAVE/USD,142.9179,143.6205,142.4015,142.7681,3.128208,446.6083125648
1651384800000,2022-05-01 06:00:00,AAVE/USD,144.9226,145.8623,142.9179,142.9179,2.593748,370.6930172892
1651381200000,2022-05-01 05:00:00,AAVE/USD,141.7256,145.5698,141.7256,144.9226,24.340582,3527.5004289532
1651377600000,2022-05-01 04:00:00,AAVE/USD,143.2783,143.564,141.1831,141.7256,13.129347,1860.7645811832
1651374000000,2022-05-01 03:00:00,AAVE/USD,142.8642,144.1185,142.7641,143.2783,48.448471,6941.6145624793
1651370400000,2022-05-01 02:00:00,AAVE/USD,143.3298,145.1031,142.7748,142.8642,42.175896,6025.425641323201
1651366800000,2022-05-01 01:00:00,AAVE/USD,141.7624,144.2217,138.8917,143.3298,78.645909,11272.3024077882
1651363200000,2022-05-01 00:00:00,AAVE/USD,142.389,143.3983,139.7381,141.7624,327.170139,46380.4241129736
1651359600000,2022-04-30 23:00:00,AAVE/USD,149.6262,150.3912,138.1558,142.389,687.557402,97900.610913378
1651356000000,2022-04-30 22:00:00,AAVE/USD,153.913,153.913,149.4723,149.6262,432.179904,64665.43675188481
1651352400000,2022-04-30 21:00:00,AAVE/USD,152.7366,154.2289,152.3526,153.913,6.301002,969.806120826
1651348800000,2022-04-30 20:00:00,AAVE/USD,153.4758,153.7437,152.3473,152.7366,7.814478,1193.5568004948002
1651345200000,2022-04-30 19:00:00,AAVE/USD,153.0481,153.944,151.6644,153.4758,29.088826,4464.4308414108
1651341600000,2022-04-30 18:00:00,AAVE/USD,151.955,153.0481,151.4735,153.0481,12.70406,1944.332245286
1651338000000,2022-04-30 17:00:00,AAVE/USD,153.9724,153.9724,151.4735,151.955,5.059965,768.886981575
1651334400000,2022-04-30 16:00:00,AAVE/USD,155.0644,156.4244,153.7781,153.9724,3.291074,506.7345623576
1651330800000,2022-04-30 15:00:00,AAVE/USD,152.2697,155.4452,151.5,155.0644,45.419435,7042.937436614
1651327200000,2022-04-30 14:00:00,AAVE/USD,155.9362,157.1662,152.2697,152.2697,46.749223,7118.4901614431
1651323600000,2022-04-30 13:00:00,AAVE/USD,157.3474,158.5613,155.8393,155.9362,44.83204,6990.9379558480005
1651320000000,2022-04-30 12:00:00,AAVE/USD,158.0197,159.0056,157.3474,157.3474,1.743006,274.2574622844
1651316400000,2022-04-30 11:00:00,AAVE/USD,156.9238,159.0673,156.9238,158.0197,4.292019,678.2235547742999
1651312800000,2022-04-30 10:00:00,AAVE/USD,156.589,157.8249,156.0174,156.9238,37.148048,5829.412854742401
1651309200000,2022-04-30 09:00:00,AAVE/USD,156.5167,156.93,155.6493,156.589,2.472934,387.234262126
1651305600000,2022-04-30 08:00:00,AAVE/USD,156.8143,157.4017,154.7346,156.5167,6.477766,1013.8785576922
1651302000000,2022-04-30 07:00:00,AAVE/USD,157.7905,158.1812,156.4782,156.8143,3.545851,556.0401424693
1651298400000,2022-04-30 06:00:00,AAVE/USD,159.4306,159.6706,157.7387,157.7905,11.836601,1867.7031900905
1651294800000,2022-04-30 05:00:00,AAVE/USD,157.5825,159.4681,157.5825,159.4306,23.913459,3812.5371164454
1651291200000,2022-04-30 04:00:00,AAVE/USD,157.669,158.8971,157.4339,157.5825,4.221867,665.2923565275
1651287600000,2022-04-30 03:00:00,AAVE/USD,159.3896,159.5902,157.4086,157.669,5.032123,793.4098012870002
1651284000000,2022-04-30 02:00:00,AAVE/USD,159.5126,160.1999,158.6783,159.3896,14.761289,2352.7959491944
1651280400000,2022-04-30 01:00:00,AAVE/USD,159.4544,160.3377,158.9935,159.5126,5.35608,854.362246608
1651276800000,2022-04-30 00:00:00,AAVE/USD,157.2436,162.634,157.1798,159.4544,241.169695,38455.569014408
1651273200000,2022-04-29 23:00:00,AAVE/USD,156.1642,157.719,155.7579,157.2436,195.267546,30704.5718962056
1651269600000,2022-04-29 22:00:00,AAVE/USD,154.4791,156.2546,153.3282,156.1642,19.762328,3086.1681422576
1651266000000,2022-04-29 21:00:00,AAVE/USD,154.2715,155.0982,153.7894,154.4791,2.468047,381.26167931769993
1651262400000,2022-04-29 20:00:00,AAVE/USD,152.4055,154.8102,152.0211,154.2715,21.864425,3373.0576413875
1651258800000,2022-04-29 19:00:00,AAVE/USD,155.9762,155.9762,151.4735,152.4055,97.188145,14812.0078327975
1651255200000,2022-04-29 18:00:00,AAVE/USD,156.4438,156.7901,154.2575,155.9762,72.464296,11302.705525755202
1651251600000,2022-04-29 17:00:00,AAVE/USD,154.3375,156.9301,154.3375,156.4438,19.053739,2980.8393333682
1651248000000,2022-04-29 16:00:00,AAVE/USD,157.6315,157.7183,154.2575,154.3375,18.412304,2841.7089686
1651244400000,2022-04-29 15:00:00,AAVE/USD,157.6164,158.5104,157.2264,157.6315,47.466,7482.136778999999
1651240800000,2022-04-29 14:00:00,AAVE/USD,160.2238,160.6942,157.1121,157.6164,92.54349,14586.371737236
1651237200000,2022-04-29 13:00:00,AAVE/USD,158.8258,160.3022,158.1603,160.2238,64.141506,10276.995829042802
1651233600000,2022-04-29 12:00:00,AAVE/USD,158.2597,159.9334,157.8068,158.8258,27.777839,4411.8375014462
1651230000000,2022-04-29 11:00:00,AAVE/USD,158.0509,158.9288,157.0221,158.2597,50.644024,8014.908045032801
1651226400000,2022-04-29 10:00:00,AAVE/USD,160.7632,160.9065,156.8937,158.0509,114.887971,18158.1472157239
1651222800000,2022-04-29 09:00:00,AAVE/USD,161.8767,161.8767,160.3767,160.7632,11.536149,1854.5882289168
1651219200000,2022-04-29 08:00:00,AAVE/USD,164.9171,164.9171,161.8767,161.8767,5.671809,918.1337239503
1651215600000,2022-04-29 07:00:00,AAVE/USD,164.3189,165.1549,163.6151,164.9171,5.474899,902.9044658729
1651212000000,2022-04-29 06:00:00,AAVE/USD,164.4349,165.1773,163.6151,164.3189,9.606848,1578.5866958272
1651208400000,2022-04-29 05:00:00,AAVE/USD,164.6583,165.7912,164.4132,164.4349,9.901609,1628.1700857541
1651204800000,2022-04-29 04:00:00,AAVE/USD,163.8769,164.9669,162.4265,164.6583,24.140128,3974.8724382624
1651201200000,2022-04-29 03:00:00,AAVE/USD,162.6496,164.3336,162.2608,163.8769,32.942318,5398.4849526542
1651197600000,2022-04-29 02:00:00,AAVE/USD,165.9185,165.9447,161.9878,162.6496,37.200592,6050.6614085632
1651194000000,2022-04-29 01:00:00,AAVE/USD,167.5446,167.5532,165.2588,165.9185,4.588929,761.3882162865
1651190400000,2022-04-29 00:00:00,AAVE/USD,166.0534,168.2597,165.7941,167.5446,51.126595,8565.984908637
1651186800000,2022-04-28 23:00:00,AAVE/USD,166.124,166.6778,164.9557,166.0534,38.919268,6462.676776911201
1651183200000,2022-04-28 22:00:00,AAVE/USD,166.0961,166.4365,164.9557,166.124,11.283938,1874.532916312
1651179600000,2022-04-28 21:00:00,AAVE/USD,167.6342,167.8725,164.806,166.0961,26.935277,4473.8444621197
1651176000000,2022-04-28 20:00:00,AAVE/USD,166.5049,168.5308,165.5033,167.6342,57.16348,9582.554239016
1651172400000,2022-04-28 19:00:00,AAVE/USD,168.5957,170.2381,166.287,166.5049,151.741525,25265.707445972497
1651168800000,2022-04-28 18:00:00,AAVE/USD,170.831,171.1194,168.5957,168.5957,76.678098,12927.5976069786
1651165200000,2022-04-28 17:00:00,AAVE/USD,168.0374,170.8639,167.0901,170.831,18.742031,3201.719897761
1651161600000,2022-04-28 16:00:00,AAVE/USD,165.7835,168.6237,164.4132,168.0374,36.783494,6181.002694675599
1651158000000,2022-04-28 15:00:00,AAVE/USD,167.1239,170.8639,164.0466,165.7835,218.080524,36154.152550554
1651154400000,2022-04-28 14:00:00,AAVE/USD,167.0705,167.6817,164.9557,167.1239,127.074787,21237.233995109294
1651150800000,2022-04-28 13:00:00,AAVE/USD,170.7743,170.7743,166.9141,167.0705,283.831957,47419.9469719685
1651147200000,2022-04-28 12:00:00,AAVE/USD,173.7559,173.933,170.7743,170.7743,13.922603,2377.6227815029
1651143600000,2022-04-28 11:00:00,AAVE/USD,174.8067,175.1416,173.3123,173.7559,22.78273,3958.633755607
1651140000000,2022-04-28 10:00:00,AAVE/USD,175.8278,175.8278,174.0753,174.8067,3.74015,653.803279005
1651136400000,2022-04-28 09:00:00,AAVE/USD,174.3804,175.8278,173.9379,175.8278,28.668727,5040.7591972106
1651132800000,2022-04-28 08:00:00,AAVE/USD,174.1663,175.953,173.7249,174.3804,28.378181,4948.598554052401
1651129200000,2022-04-28 07:00:00,AAVE/USD,174.1509,174.5417,173.0024,174.1663,23.26947,4052.757492861
1651125600000,2022-04-28 06:00:00,AAVE/USD,171.2265,174.6513,171.2265,174.1509,22.656277,3945.6110301993
1651122000000,2022-04-28 05:00:00,AAVE/USD,172.3757,173.7388,171.1384,171.2265,28.528133,4884.7723651245
1651118400000,2022-04-28 04:00:00,AAVE/USD,172.5408,175.2067,172.1452,172.3757,545.82597,94087.133656929
1651114800000,2022-04-28 03:00:00,AAVE/USD,171.7589,173.7388,171.3953,172.5408,80.976116,13971.6838355328
1651111200000,2022-04-28 02:00:00,AAVE/USD,169.0861,171.7589,168.6472,171.7589,12.412714,2131.9941026546
1651107600000,2022-04-28 01:00:00,AAVE/USD,170.0911,172.3404,168.8366,169.0861,37.373481,6319.336145714099
1651104000000,2022-04-28 00:00:00,AAVE/USD,168.6474,172.5357,167.7552,170.0911,123.299383,20972.127683791303
1651100400000,2022-04-27 23:00:00,AAVE/USD,167.127,169.2533,166.9691,168.6474,45.64002,7697.070708948
1651096800000,2022-04-27 22:00:00,AAVE/USD,168.9234,168.936,166.57,167.127,239.731955,40065.682443285004
1651093200000,2022-04-27 21:00:00,AAVE/USD,168.7607,169.9013,167.7552,168.9234,102.312514,17282.9777274276
1651089600000,2022-04-27 20:00:00,AAVE/USD,170.4456,172.913,168.7584,168.7607,80.52332,13589.171849524
1651086000000,2022-04-27 19:00:00,AAVE/USD,170.165,171.2563,168.9709,170.4456,36.1596,6163.24471776
1651082400000,2022-04-27 18:00:00,AAVE/USD,173.128,173.7388,170.165,170.165,27.414812,4665.04148398
1651078800000,2022-04-27 17:00:00,AAVE/USD,173.2283,173.5527,171.3364,173.128,11.969526,2072.260097328
1651075200000,2022-04-27 16:00:00,AAVE/USD,171.7469,175.0315,170.7743,173.2283,154.533732,26769.6156870156
1651071600000,2022-04-27 15:00:00,AAVE/USD,171.0662,174.7811,171.0661,171.7469,91.670869,15744.1875710561
1651068000000,2022-04-27 14:00:00,AAVE/USD,171.6696,173.3978,166.9189,171.0662,220.796842,37770.8767329404
1651064400000,2022-04-27 13:00:00,AAVE/USD,166.0657,174.3382,164.6185,171.6696,106.392452,18264.3496778592
1651060800000,2022-04-27 12:00:00,AAVE/USD,168.2894,169.1566,165.9364,166.0657,10.763452,1787.4401907963995
1651057200000,2022-04-27 11:00:00,AAVE/USD,171.3149,171.5749,166.2507,168.2894,133.171195,22411.300503833
1651053600000,2022-04-27 10:00:00,AAVE/USD,170.3564,171.4982,169.4065,171.3149,74.530718,12768.222501098198
1651050000000,2022-04-27 09:00:00,AAVE/USD,169.344,171.1621,169.344,170.3564,46.251366,7879.216206842399
1651046400000,2022-04-27 08:00:00,AAVE/USD,170.8159,172.5357,169.1779,169.344,143.287123,24264.814557312
1651042800000,2022-04-27 07:00:00,AAVE/USD,167.5578,172.0116,167.5578,170.8159,219.322363,37463.7468259717
1651039200000,2022-04-27 06:00:00,AAVE/USD,165.7835,167.9987,165.7835,167.5578,15.957976,2673.8833510128
1651035600000,2022-04-27 05:00:00,AAVE/USD,165.6553,167.4522,164.132,165.7835,250.803269,41579.0437462615
1651032000000,2022-04-27 04:00:00,AAVE/USD,164.1934,166.9439,162.649,165.6553,88.171541,14606.083075817302
1651028400000,2022-04-27 03:00:00,AAVE/USD,168.5957,169.057,163.0057,164.1934,645.299755,105953.960792617
1651024800000,2022-04-27 02:00:00,AAVE/USD,159.5775,175.081,158.8382,168.5957,1311.153939,221054.91615346228
1651021200000,2022-04-27 01:00:00,AAVE/USD,158.6463,162.0,158.4065,159.5775,54.629853,8717.695367107499
1651017600000,2022-04-27 00:00:00,AAVE/USD,157.826,159.5179,156.4895,158.6463,31.906554,5061.8567378502
1651014000000,2022-04-26 23:00:00,AAVE/USD,160.117,160.4323,154.7536,157.826,204.829819,32327.471013494
1651010400000,2022-04-26 22:00:00,AAVE/USD,162.5442,162.5442,159.6162,160.117,116.618626,18672.624539242
1651006800000,2022-04-26 21:00:00,AAVE/USD,156.459,163.3185,156.3149,162.5442,122.162594,19856.8211116548
1651003200000,2022-04-26 20:00:00,AAVE/USD,157.9973,159.1052,155.1169,156.459,168.291464,26330.714165976
1650999600000,2022-04-26 19:00:00,AAVE/USD,159.7446,160.8062,156.622,157.9973,132.609474,20951.9388464202
1650996000000,2022-04-26 18:00:00,AAVE/USD,165.9268,165.9268,159.2006,159.7446,75.578478,12073.2537367188
1650992400000,2022-04-26 17:00:00,AAVE/USD,168.168,168.168,164.092,165.9268,19.981792,3315.5148048256
1650988800000,2022-04-26 16:00:00,AAVE/USD,167.0401,169.2177,165.7835,168.168,143.268318,24093.146501424
1650985200000,2022-04-26 15:00:00,AAVE/USD,168.8967,174.3382,166.5434,167.0401,216.531664,36169.4708077264
1650981600000,2022-04-26 14:00:00,AAVE/USD,172.3766,173.6742,168.0642,168.8967,91.339634,15426.9627618078
1650978000000,2022-04-26 13:00:00,AAVE/USD,175.2438,176.0945,172.0362,172.3766,49.235095,8486.978276777
1650974400000,2022-04-26 12:00:00,AAVE/USD,177.0178,177.1834,174.1715,175.2438,78.430804,13744.5121300152
1650970800000,2022-04-26 11:00:00,AAVE/USD,175.1771,178.6957,174.1715,177.0178,93.9717,16634.663596259998
1650967200000,2022-04-26 10:00:00,AAVE/USD,175.512,177.2347,175.1771,175.1771,133.679328,23417.5570089888
1650963600000,2022-04-26 09:00:00,AAVE/USD,174.8048,176.3541,174.2564,175.512,51.250719,8995.116193128
1650960000000,2022-04-26 08:00:00,AAVE/USD,171.7877,174.8744,171.7447,174.8048,49.961646,8733.5355367008
1650956400000,2022-04-26 07:00:00,AAVE/USD,169.2399,171.8184,169.1212,171.7877,24.970103,4289.5565631331
1650952800000,2022-04-26 06:00:00,AAVE/USD,170.9611,171.2542,169.2399,169.2399,5.675312,960.4892353488
1650949200000,2022-04-26 05:00:00,AAVE/USD,169.7587,171.7589,169.7587,170.9611,19.450788,3325.3281123468
1650945600000,2022-04-26 04:00:00,AAVE/USD,167.649,170.0606,167.581,169.7587,45.778507,7771.2998362609
1650942000000,2022-04-26 03:00:00,AAVE/USD,167.7851,168.3791,167.3936,167.649,27.940485,4684.194369765
1650938400000,2022-04-26 02:00:00,AAVE/USD,167.6471,169.0976,167.0901,167.7851,25.273757,4240.5598456207
1650934800000,2022-04-26 01:00:00,AAVE/USD,168.6116,168.6943,167.6471,167.6471,14.41999,2417.469505529
1650931200000,2022-04-26 00:00:00,AAVE/USD,168.9831,170.3631,168.5957,168.6116,30.027575,5062.99746487
1650927600000,2022-04-25 23:00:00,AAVE/USD,169.2749,170.666,168.9759,168.9831,27.121969,4583.1543997239005
1650924000000,2022-04-25 22:00:00,AAVE/USD,168.787,169.458,168.1,169.2749,18.36658,3109.000992842
1650920400000,2022-04-25 21:00:00,AAVE/USD,169.3163,169.4656,167.9035,168.787,22.056208,3722.801179696
1650916800000,2022-04-25 20:00:00,AAVE/USD,169.2751,170.0606,168.2026,169.3163,142.163578,24070.6110217214
1650913200000,2022-04-25 19:00:00,AAVE/USD,168.513,169.839,166.3191,169.2751,111.22699,18827.959854949
1650909600000,2022-04-25 18:00:00,AAVE/USD,164.0,168.8669,163.4949,168.513,118.003481,19885.120593753
1650906000000,2022-04-25 17:00:00,AAVE/USD,164.8766,166.1103,163.8202,164.0,152.621305,25029.89402
1650902400000,2022-04-25 16:00:00,AAVE/USD,161.5704,165.6149,161.2673,164.8766,100.987433,16650.4645957678
1650898800000,2022-04-25 15:00:00,AAVE/USD,161.8358,164.1467,161.5205,161.5704,7.631567,1233.0353328168
1650895200000,2022-04-25 14:00:00,AAVE/USD,160.6523,164.2853,159.5278,161.8358,79.732216,12903.5269621328
1650891600000,2022-04-25 13:00:00,AAVE/USD,161.392,162.6059,159.3544,160.6523,73.845055,11863.3779293765
1650888000000,2022-04-25 12:00:00,AAVE/USD,162.1204,162.2919,160.3216,161.392,105.39413,17009.76942896
1650884400000,2022-04-25 11:00:00,AAVE/USD,157.3445,162.6588,157.1099,162.1204,432.204433,70069.15555973319
1650880800000,2022-04-25 10:00:00,AAVE/USD,157.0841,157.7123,156.2773,157.3445,2.062079,324.45678921550007
1650877200000,2022-04-25 09:00:00,AAVE/USD,154.9921,157.212,153.9328,157.0841,13.856779,2176.6796581139
1650873600000,2022-04-25 08:00:00,AAVE/USD,154.4954,155.9053,154.0486,154.9921,4.163642,645.3316172282
1650870000000,2022-04-25 07:00:00,AAVE/USD,156.5595,156.7408,154.1405,154.4954,60.427736,9335.8072444144
1650866400000,2022-04-25 06:00:00,AAVE/USD,159.3772,159.4469,156.518,156.5595,49.613835,7767.5172006825
1650862800000,2022-04-25 05:00:00,AAVE/USD,161.4704,161.5913,159.2279,159.3772,30.725807,4896.993087400399
1650859200000,2022-04-25 04:00:00,AAVE/USD,162.9061,162.9061,161.3031,161.4704,62.686232,10121.9709555328
1650855600000,2022-04-25 03:00:00,AAVE/USD,161.7295,163.0568,161.7295,162.9061,5.341179,870.1106402919002
1650852000000,2022-04-25 02:00:00,AAVE/USD,161.6106,162.215,161.164,161.7295,1.493357,241.5198809315
1650848400000,2022-04-25 01:00:00,AAVE/USD,160.8295,162.5122,160.3689,161.6106,154.133342,24909.5818806252
1650844800000,2022-04-25 00:00:00,AAVE/USD,166.3085,166.4686,159.6162,160.8295,101.289869,16290.398986335498
1650841200000,2022-04-24 23:00:00,AAVE/USD,166.9168,167.2615,165.8396,166.3085,1.820394,302.746995549
1650837600000,2022-04-24 22:00:00,AAVE/USD,168.2597,168.2597,166.464,166.9168,1.562553,260.81634659040003
1650834000000,2022-04-24 21:00:00,AAVE/USD,166.6105,168.2597,166.5355,168.2597,5.527671,930.0842641587
1650830400000,2022-04-24 20:00:00,AAVE/USD,168.9159,169.1546,166.6105,166.6105,19.80531,3299.772601755
1650826800000,2022-04-24 19:00:00,AAVE/USD,167.2662,169.1566,167.2662,168.9159,25.290315,4271.9363195085
1650823200000,2022-04-24 18:00:00,AAVE/USD,165.9068,167.3837,165.9068,167.2662,18.632564,3116.5981765368
1650819600000,2022-04-24 17:00:00,AAVE/USD,168.5805,168.6349,165.6611,165.9068,123.116405,20425.848781054
1650816000000,2022-04-24 16:00:00,AAVE/USD,169.2278,170.9685,166.547,168.5805,669.974143,112944.5760140115
1650812400000,2022-04-24 15:00:00,AAVE/USD,170.4248,170.4248,168.7584,169.2278,7.278786,1231.7729414508
1650808800000,2022-04-24 14:00:00,AAVE/USD,170.6895,170.977,167.7552,170.4248,77.329634,13178.8874085232
1650805200000,2022-04-24 13:00:00,AAVE/USD,171.1893,171.3353,169.3383,170.6895,41.884571,7149.2564817045
1650801600000,2022-04-24 12:00:00,AAVE/USD,171.43,172.0167,170.9819,171.1893,0.7302,125.00242686
1650798000000,2022-04-24 11:00:00,AAVE/USD,172.9064,173.2145,170.7743,171.43,5.60416,960.7211488
1650794400000,2022-04-24 10:00:00,AAVE/USD,172.8514,173.2826,172.2205,172.9064,4.400208,760.8241245312
1650790800000,2022-04-24 09:00:00,AAVE/USD,172.4353,173.2575,172.2387,172.8514,17.461314,3018.2125707396003
1650787200000,2022-04-24 08:00:00,AAVE/USD,173.2919,173.789,172.4353,172.4353,9.280081,1600.2135512593
1650783600000,2022-04-24 07:00:00,AAVE/USD,173.8255,173.9208,172.9379,173.2919,0.164669,28.5358038811
1650780000000,2022-04-24 06:00:00,AAVE/USD,172.7153,173.9909,172.5276,173.8255,8.055451,1400.2427978005
