unix,date,symbol,open,high,low,close,Volume DAI,Volume USD
1651359600000,2022-04-30 23:00:00,DAI/USD,0.99991,1.0003,0.99991,1.0003,879.679982,879.9438859946
1651356000000,2022-04-30 22:00:00,DAI/USD,0.99982,1.0004,0.99982,0.99991,126421.207332,126409.82942334012
1651352400000,2022-04-30 21:00:00,DAI/USD,0.9999,0.9999,0.99982,0.99982,110.551561,110.53166171902
1651348800000,2022-04-30 20:00:00,DAI/USD,0.99983,0.9999,0.99983,0.9999,6461.842199,6461.1960147801
1651345200000,2022-04-30 19:00:00,DAI/USD,0.99984,1.0,0.99983,0.99983,5364.731363,5363.81935866829
1651341600000,2022-04-30 18:00:00,DAI/USD,0.9999,1.0003,0.99984,0.99984,791.134154,791.0075725353599
1651338000000,2022-04-30 17:00:00,DAI/USD,0.9999,1.0003,0.9999,0.9999,671.273857,671.2067296143
1651334400000,2022-04-30 16:00:00,DAI/USD,0.9999,1.0003,0.9999,0.9999,86.81927,86.810588073
1651330800000,2022-04-30 15:00:00,DAI/USD,0.9999,1.0003,0.9999,0.9999,417.527272,417.4855192728
1651327200000,2022-04-30 14:00:00,DAI/USD,0.99971,1.0003,0.99971,0.9999,423778.73202,423736.354146798
1651323600000,2022-04-30 13:00:00,DAI/USD,0.99979,0.9998,0.99971,0.99971,7802.773915,7800.511110564649
1651320000000,2022-04-30 12:00:00,DAI/USD,0.9998,0.9998,0.99971,0.99979,704.297513,704.14961052227
1651316400000,2022-04-30 11:00:00,DAI/USD,0.9998,0.9998,0.99974,0.9998,3020.723602,3020.1194572796003
1651312800000,2022-04-30 10:00:00,DAI/USD,0.9998,0.9998,0.99974,0.9998,4.395302,4.3944229396
1651309200000,2022-04-30 09:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,20.002,19.9979996
1651305600000,2022-04-30 08:00:00,DAI/USD,0.9998,0.9998,0.99977,0.9998,283.985546,283.9287488908
1651302000000,2022-04-30 07:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,105.513534,105.4924312932
1651298400000,2022-04-30 06:00:00,DAI/USD,0.99979,0.9998,0.99979,0.9998,10740.709218,10738.5610761564
1651294800000,2022-04-30 05:00:00,DAI/USD,0.99974,0.9998,0.99974,0.99979,188.547751,188.50815597229
1651291200000,2022-04-30 04:00:00,DAI/USD,0.99982,0.99982,0.99973,0.99974,2428.880755,2428.2492460037
1651287600000,2022-04-30 03:00:00,DAI/USD,0.99984,0.99984,0.99971,0.99982,7882.127946,7880.70916296972
1651284000000,2022-04-30 02:00:00,DAI/USD,0.99983,0.99984,0.99983,0.99984,302.018065,301.9697421096
1651280400000,2022-04-30 01:00:00,DAI/USD,0.99983,0.99984,0.99982,0.99983,1300.6934,1300.472282122
1651276800000,2022-04-30 00:00:00,DAI/USD,0.99999,0.99999,0.9998,0.99983,1512.998412,1512.74120226996
1651273200000,2022-04-29 23:00:00,DAI/USD,1.00009,1.0001,0.9999,0.99999,1833.276623,1833.25829023377
1651269600000,2022-04-29 22:00:00,DAI/USD,0.99999,1.0001,0.99999,1.00009,11778.415024,11779.47508135216
1651266000000,2022-04-29 21:00:00,DAI/USD,0.99963,1.00005,0.99963,0.99999,2912.856909,2912.82778043091
1651262400000,2022-04-29 20:00:00,DAI/USD,0.99976,1.00008,0.99963,0.99963,8277.632575,8274.56985094725
1651258800000,2022-04-29 19:00:00,DAI/USD,0.9999,1.0001,0.99971,0.99976,5103.180295,5101.9555317292
1651255200000,2022-04-29 18:00:00,DAI/USD,0.9999,1.0001,0.9999,0.9999,1007.711537,1007.6107658463
1651251600000,2022-04-29 17:00:00,DAI/USD,0.99972,1.0001,0.99972,0.9999,1160.432515,1160.3164717485
1651248000000,2022-04-29 16:00:00,DAI/USD,0.9996,1.0001,0.99955,0.99972,65531.78138,65513.4324812136
1651244400000,2022-04-29 15:00:00,DAI/USD,0.99979,0.99979,0.99956,0.9996,2099.432159,2098.5923861364
1651240800000,2022-04-29 14:00:00,DAI/USD,0.9997,0.9998,0.9997,0.99979,542.756822,542.64284306738
1651237200000,2022-04-29 13:00:00,DAI/USD,0.9997,0.9998,0.99955,0.9997,8820.707074,8818.0608618778
1651233600000,2022-04-29 12:00:00,DAI/USD,0.9997,0.99981,0.99955,0.9997,2921.400867,2920.5244467399
1651230000000,2022-04-29 11:00:00,DAI/USD,0.9997,0.9997,0.9997,0.9997,16.741385,16.7363625845
1651226400000,2022-04-29 10:00:00,DAI/USD,0.99971,0.99981,0.9996,0.9997,366.552286,366.4423203142
1651222800000,2022-04-29 09:00:00,DAI/USD,0.9997,0.9998,0.99954,0.99971,5174.384365,5172.88379353415
1651219200000,2022-04-29 08:00:00,DAI/USD,0.9998,0.9998,0.99954,0.9997,33755.229792,33745.1032230624
1651215600000,2022-04-29 07:00:00,DAI/USD,0.9996,0.9998,0.9996,0.9998,3019.968786,3019.3647922428
1651212000000,2022-04-29 06:00:00,DAI/USD,0.99984,0.99984,0.99954,0.9996,23888.804345,23879.248823262
1651208400000,2022-04-29 05:00:00,DAI/USD,0.99984,0.99984,0.99984,0.99984,40.287423,40.28097701232
1651204800000,2022-04-29 04:00:00,DAI/USD,0.9998,0.99985,0.99971,0.99984,4247.949854,4247.270182023361
1651201200000,2022-04-29 03:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,12.172615,12.170180477
1651197600000,2022-04-29 02:00:00,DAI/USD,0.9998,0.9998,0.9998,0.9998,3.152252,3.1516215496
1651194000000,2022-04-29 01:00:00,DAI/USD,0.99981,0.99981,0.9998,0.9998,1.37852,1.378244296
1651190400000,2022-04-29 00:00:00,DAI/USD,1.00008,1.00008,0.99966,0.99981,47673.527832,47664.46986171192
1651186800000,2022-04-28 23:00:00,DAI/USD,0.99981,1.00008,0.99981,1.00008,153.626207,153.63849709656
1651183200000,2022-04-28 22:00:00,DAI/USD,0.99981,0.99983,0.9998,0.99981,784.781791,784.6326824597099
1651179600000,2022-04-28 21:00:00,DAI/USD,1.0001,1.0001,0.99981,0.99981,1617.380057,1617.07275478917
1651176000000,2022-04-28 20:00:00,DAI/USD,0.99972,1.0001,0.99972,1.0001,13229.981555,13231.3045531555
1651172400000,2022-04-28 19:00:00,DAI/USD,1.00009,1.00009,0.9997,0.99972,2860.345748,2859.54485119056
1651168800000,2022-04-28 18:00:00,DAI/USD,0.99981,1.00009,0.99971,1.00009,3195.86397,3196.1515977572994
1651165200000,2022-04-28 17:00:00,DAI/USD,0.99971,1.0001,0.99963,0.99981,50657.907807,50648.28280451668
1651161600000,2022-04-28 16:00:00,DAI/USD,0.9996,0.99971,0.9996,0.99971,7.054937,7.05289106827
1651158000000,2022-04-28 15:00:00,DAI/USD,0.99955,0.99977,0.99955,0.9996,17611.619484,17604.5748362064
1651154400000,2022-04-28 14:00:00,DAI/USD,0.99954,0.99976,0.99954,0.99955,2353.788403,2352.7291982186503
1651150800000,2022-04-28 13:00:00,DAI/USD,0.99954,0.99979,0.99771,0.99954,36067.641481,36051.05036591874
1651147200000,2022-04-28 12:00:00,DAI/USD,0.99954,0.9998,0.99954,0.99954,809.071886,808.69971293244
1651143600000,2022-04-28 11:00:00,DAI/USD,0.99954,0.9998,0.99945,0.99954,405.546009,405.35945783586
1651140000000,2022-04-28 10:00:00,DAI/USD,0.9998,0.9998,0.99954,0.99954,0.658268,0.65796519672
1651136400000,2022-04-28 09:00:00,DAI/USD,0.99981,0.99981,0.99954,0.9998,1529.281352,1528.9754957296
1651132800000,2022-04-28 08:00:00,DAI/USD,0.99955,0.99981,0.9989,0.99981,10465.901692,10463.91317067852
1651129200000,2022-04-28 07:00:00,DAI/USD,0.99977,0.99982,0.99955,0.99955,1884.113693,1883.2658418381504
1651125600000,2022-04-28 06:00:00,DAI/USD,0.99954,0.99982,0.99954,0.99977,31699.045087,31691.75430662999
1651122000000,2022-04-28 05:00:00,DAI/USD,0.99977,0.99977,0.9993,0.99954,1317211.187845,1316605.2706985914
1651118400000,2022-04-28 04:00:00,DAI/USD,0.99961,0.99979,0.9995,0.99977,10212.126495,10209.777705906152
1651114800000,2022-04-28 03:00:00,DAI/USD,0.99979,0.99979,0.9995,0.99961,2739.25063,2738.1823222543
1651111200000,2022-04-28 02:00:00,DAI/USD,0.99976,0.99979,0.99963,0.99979,1269.296191,1269.02963879989
1651107600000,2022-04-28 01:00:00,DAI/USD,0.99983,0.99984,0.99963,0.99976,2487.938853,2487.34174767528
1651104000000,2022-04-28 00:00:00,DAI/USD,0.99985,0.99985,0.99983,0.99983,47.779226,47.77110353158
1651100400000,2022-04-27 23:00:00,DAI/USD,0.99986,0.99986,0.99851,0.99985,58407.314087,58398.55298988695
1651096800000,2022-04-27 22:00:00,DAI/USD,0.99987,0.99987,0.99986,0.99986,316.252912,316.20863659232
1651093200000,2022-04-27 21:00:00,DAI/USD,0.99974,0.99987,0.99974,0.99987,13.444525,13.44277721175
1651089600000,2022-04-27 20:00:00,DAI/USD,0.9996,0.99987,0.9996,0.99974,2953.468135,2952.7002332849
1651086000000,2022-04-27 19:00:00,DAI/USD,0.9998,0.9998,0.99942,0.9996,17144.681265,17137.823392494
1651082400000,2022-04-27 18:00:00,DAI/USD,0.99974,0.99986,0.99964,0.9998,228.420476,228.3747919048
1651078800000,2022-04-27 17:00:00,DAI/USD,0.9998,0.9998,0.99963,0.99974,5579.567354,5578.116666487959
1651075200000,2022-04-27 16:00:00,DAI/USD,0.99985,1.0001,0.9998,0.9998,43269.400393,43260.7465129214
1651071600000,2022-04-27 15:00:00,DAI/USD,0.99986,0.99986,0.99985,0.99985,9.484226,9.4828033661
1651068000000,2022-04-27 14:00:00,DAI/USD,0.99984,0.99986,0.9996,0.99986,3287.193431,3286.73322391966
1651064400000,2022-04-27 13:00:00,DAI/USD,0.99978,0.99985,0.99965,0.99984,325.630642,325.57854109728
1651060800000,2022-04-27 12:00:00,DAI/USD,0.99955,0.99985,0.9995,0.99978,72378.997019,72363.07363965582
1651057200000,2022-04-27 11:00:00,DAI/USD,0.99954,0.99969,0.99946,0.99955,4831.685965,4829.5117063157495
1651053600000,2022-04-27 10:00:00,DAI/USD,0.99982,0.99982,0.99954,0.99954,368.869518,368.69983802172
1651050000000,2022-04-27 09:00:00,DAI/USD,0.99965,0.99983,0.99953,0.99982,2186.505525,2186.1119540055
1651046400000,2022-04-27 08:00:00,DAI/USD,0.99952,0.99984,0.99952,0.99965,6095.334494,6093.2011269271
1651042800000,2022-04-27 07:00:00,DAI/USD,0.99975,0.99975,0.99952,0.99952,3034.289214,3032.83275517728
1651039200000,2022-04-27 06:00:00,DAI/USD,0.99972,0.99975,0.99972,0.99975,27.602163,27.59526245925
1651035600000,2022-04-27 05:00:00,DAI/USD,0.99983,0.99985,0.99972,0.99972,1382.044467,1381.65749454924
1651032000000,2022-04-27 04:00:00,DAI/USD,0.99952,0.99983,0.99952,0.99983,9.433383,9.43177932489
1651028400000,2022-04-27 03:00:00,DAI/USD,0.99971,0.99984,0.99952,0.99952,6347.794175,6344.747233796
1651024800000,2022-04-27 02:00:00,DAI/USD,0.99985,0.99986,0.9995,0.99971,40985.39646,40973.510695026605
1651021200000,2022-04-27 01:00:00,DAI/USD,0.99985,0.99986,0.99985,0.99985,493.47085,493.3968293725
1651017600000,2022-04-27 00:00:00,DAI/USD,0.99966,0.99986,0.99966,0.99985,1066.8183,1066.658277255
1651014000000,2022-04-26 23:00:00,DAI/USD,0.9996,0.99986,0.99959,0.99966,8850.475736,8847.46657424976
1651010400000,2022-04-26 22:00:00,DAI/USD,0.99985,0.99986,0.99954,0.9996,1586.140827,1585.5063706692
1651006800000,2022-04-26 21:00:00,DAI/USD,0.99954,0.99985,0.99954,0.99985,222.970276,222.9368304586
1651003200000,2022-04-26 20:00:00,DAI/USD,0.99954,0.99985,0.99953,0.99954,5166.594631,5164.21799746974
1650999600000,2022-04-26 19:00:00,DAI/USD,0.99964,0.99985,0.99945,0.99954,8384.922241,8381.06517676914
1650996000000,2022-04-26 18:00:00,DAI/USD,0.99985,0.99985,0.9996,0.99964,25849.031838,25839.72618653832
1650992400000,2022-04-26 17:00:00,DAI/USD,0.99985,0.99985,0.99951,0.99985,3544.617295,3544.0856024057503
1650988800000,2022-04-26 16:00:00,DAI/USD,0.99964,0.99986,0.99944,0.99985,29960.689762,29956.195658535704
1650985200000,2022-04-26 15:00:00,DAI/USD,0.99944,0.99983,0.99944,0.99964,7060.411754,7057.870005768559
1650981600000,2022-04-26 14:00:00,DAI/USD,0.99947,0.99985,0.99906,0.99944,38300.522857,38279.07456420008
1650978000000,2022-04-26 13:00:00,DAI/USD,0.99986,0.99986,0.99944,0.99947,1936.534755,1935.5083915798496
1650974400000,2022-04-26 12:00:00,DAI/USD,0.99984,0.99986,0.99984,0.99986,5156.780765,5156.058815692901
1650970800000,2022-04-26 11:00:00,DAI/USD,0.9998,0.99984,0.99946,0.99984,1054.807553,1054.6387837915202
1650967200000,2022-04-26 10:00:00,DAI/USD,0.9998,0.99986,0.9998,0.9998,5023.083989,5022.0793722022
1650963600000,2022-04-26 09:00:00,DAI/USD,0.9998,0.9998,0.99949,0.9998,106.488784,106.4674862432
1650960000000,2022-04-26 08:00:00,DAI/USD,0.99984,0.99984,0.9998,0.9998,0.717071,0.7169275858
1650956400000,2022-04-26 07:00:00,DAI/USD,0.99983,0.99984,0.99983,0.99984,2334.615471,2334.24193252464
1650952800000,2022-04-26 06:00:00,DAI/USD,0.99983,0.99983,0.99949,0.99983,153.227567,153.20151831361
1650949200000,2022-04-26 05:00:00,DAI/USD,0.99983,0.99983,0.99983,0.99983,214.678319,214.64182368577
1650945600000,2022-04-26 04:00:00,DAI/USD,0.99945,0.99983,0.99945,0.99983,275.625925,275.57906859275
1650942000000,2022-04-26 03:00:00,DAI/USD,0.99983,0.99984,0.99945,0.99945,8356.952041,8352.35571737745
1650938400000,2022-04-26 02:00:00,DAI/USD,0.99944,0.99983,0.99944,0.99983,126.205487,126.18403206721
1650934800000,2022-04-26 01:00:00,DAI/USD,0.99985,0.99985,0.99931,0.99944,11603.95814,11597.4599234416
1650931200000,2022-04-26 00:00:00,DAI/USD,0.99984,0.99986,0.9995,0.99985,5885.608861,5884.726019670849
1650927600000,2022-04-25 23:00:00,DAI/USD,0.99984,0.99984,0.99984,0.99984,3.933436,3.93280665024
1650924000000,2022-04-25 22:00:00,DAI/USD,0.99982,0.99984,0.99982,0.99984,1274.598177,1274.39424129168
1650920400000,2022-04-25 21:00:00,DAI/USD,0.99984,0.99984,0.9994,0.99982,1971.385119,1971.03026967858
1650916800000,2022-04-25 20:00:00,DAI/USD,0.99983,0.99984,0.99943,0.99984,66183.669078,66173.07969094752
1650913200000,2022-04-25 19:00:00,DAI/USD,0.99953,0.99983,0.99943,0.99983,533.555748,533.46504352284
1650909600000,2022-04-25 18:00:00,DAI/USD,0.9995,0.99986,0.9994,0.99953,9255.776633,9251.42641798249
1650906000000,2022-04-25 17:00:00,DAI/USD,0.99988,0.99988,0.99939,0.9995,7404.18494,7400.48284753
1650902400000,2022-04-25 16:00:00,DAI/USD,0.99986,0.99988,0.9994,0.99988,10772.864695,10771.5719512366
1650898800000,2022-04-25 15:00:00,DAI/USD,0.9996,0.9999,0.998,0.99986,102736.775128,102722.39197948208
1650895200000,2022-04-25 14:00:00,DAI/USD,0.9999,0.9999,0.99934,0.9996,1659.227097,1658.5634061612
1650891600000,2022-04-25 13:00:00,DAI/USD,0.99989,0.99991,0.99914,0.9999,10672.089192,10671.0219830808
1650888000000,2022-04-25 12:00:00,DAI/USD,0.99989,0.99989,0.99934,0.99989,1415.639217,1415.48349668613
1650884400000,2022-04-25 11:00:00,DAI/USD,0.99971,0.99989,0.99934,0.99989,8803.557201,8802.58880970789
1650880800000,2022-04-25 10:00:00,DAI/USD,0.99977,0.99977,0.99971,0.99971,9.220183,9.21750914693
1650877200000,2022-04-25 09:00:00,DAI/USD,0.99989,0.99989,0.99971,0.99977,19635.074536,19630.55846885672
1650873600000,2022-04-25 08:00:00,DAI/USD,0.99982,0.9999,0.99982,0.99989,401.748326,401.70413368414
1650870000000,2022-04-25 07:00:00,DAI/USD,0.9999,0.9999,0.99975,0.99982,36545.949017,36539.37074617694
1650866400000,2022-04-25 06:00:00,DAI/USD,1.0,1.0,0.9999,0.9999,5.615891,5.6153294109
1650862800000,2022-04-25 05:00:00,DAI/USD,0.9998,1.0001,0.9998,1.0,22324.093203,22324.093203
1650859200000,2022-04-25 04:00:00,DAI/USD,0.9999,1.0,0.9998,0.9998,36134.372209,36127.145334558205
1650855600000,2022-04-25 03:00:00,DAI/USD,1.0,1.0,0.9999,0.9999,998.80215,998.702269785
1650852000000,2022-04-25 02:00:00,DAI/USD,0.99981,1.0,0.9998,1.0,20550.404591,20550.404591
1650848400000,2022-04-25 01:00:00,DAI/USD,0.99982,0.99984,0.9998,0.99981,24662.559596,24657.87370967676
1650844800000,2022-04-25 00:00:00,DAI/USD,0.99999,0.99999,0.99982,0.99982,12.448483,12.44624227306
1650841200000,2022-04-24 23:00:00,DAI/USD,0.9998,0.99999,0.9998,0.99999,102.996004,102.99497403996
1650837600000,2022-04-24 22:00:00,DAI/USD,1.0001,1.0001,0.9998,0.9998,19460.681022,19456.7888857956
1650834000000,2022-04-24 21:00:00,DAI/USD,1.00009,1.0001,0.99991,1.0001,2818.18432,2818.466138432
1650830400000,2022-04-24 20:00:00,DAI/USD,1.00009,1.00009,1.00009,1.00009,7598.726793,7599.410678411369
1650826800000,2022-04-24 19:00:00,DAI/USD,1.0001,1.0001,1.00009,1.00009,5190.073805,5190.54091164245
1650823200000,2022-04-24 18:00:00,DAI/USD,0.9999,1.0001,0.9999,1.0001,200.164993,200.1850094993
1650819600000,2022-04-24 17:00:00,DAI/USD,0.9999,0.9999,0.9999,0.9999,2.099003,2.0987930997000004
1650816000000,2022-04-24 16:00:00,DAI/USD,0.9999,1.00008,0.9999,0.9999,725.32215,725.2496177849999
1650812400000,2022-04-24 15:00:00,DAI/USD,0.99982,1.0,0.99982,0.9999,821.867719,821.7855322281
1650808800000,2022-04-24 14:00:00,DAI/USD,0.99982,0.9999,0.99982,0.99982,1150.154006,1149.94697827892
1650805200000,2022-04-24 13:00:00,DAI/USD,0.9999,1.00009,0.99982,0.99982,357.998358,357.93391829556003
1650801600000,2022-04-24 12:00:00,DAI/USD,1.00009,1.00009,0.9999,0.9999,0.595493,0.5954334507000001
1650798000000,2022-04-24 11:00:00,DAI/USD,0.99982,1.00009,0.99982,1.00009,69.6617,69.66796955299999
1650794400000,2022-04-24 10:00:00,DAI/USD,0.99982,0.99982,0.99982,0.99982,0.0,0.0
1650790800000,2022-04-24 09:00:00,DAI/USD,0.9998,1.00009,0.9998,0.99982,178.508,178.47586856
1650787200000,2022-04-24 08:00:00,DAI/USD,0.9998,1.00009,0.99978,0.9998,3121.961599,3121.3372066802003
1650783600000,2022-04-24 07:00:00,DAI/USD,0.99981,0.99981,0.99978,0.9998,57.048902,57.0374922196
1650780000000,2022-04-24 06:00:00,DAI/USD,0.9998,1.00009,0.99979,0.99981,26163.38234,26158.4112973554
1650776400000,2022-04-24 05:00:00,DAI/USD,0.99989,0.99989,0.9998,0.9998,790.132471,789.9744445058001
