unix,date,symbol,open,high,low,close,Volume ENJ,Volume USD
1651510800000,2022-05-02 17:00:00,ENJ/USD,1.0487,1.0487,1.018,1.0261,18993.023154,19488.7410583194
1651507200000,2022-05-02 16:00:00,ENJ/USD,1.0623,1.0646,1.0487,1.0487,1741.766532,1826.5905621084
1651503600000,2022-05-02 15:00:00,ENJ/USD,1.0644,1.0696,1.0561,1.0623,2551.782411,2710.7584552053004
1651500000000,2022-05-02 14:00:00,ENJ/USD,1.0639,1.0738,1.0491,1.0644,17516.094478,18644.1309623832
1651496400000,2022-05-02 13:00:00,ENJ/USD,1.0411,1.0665,1.037,1.0639,3642.009149,3874.733533621101
1651492800000,2022-05-02 12:00:00,ENJ/USD,1.044,1.0598,1.0411,1.0411,2301.107339,2395.6828506329
1651489200000,2022-05-02 11:00:00,ENJ/USD,1.0616,1.0624,1.04,1.044,3912.699692,4084.858478448
1651485600000,2022-05-02 10:00:00,ENJ/USD,1.0702,1.0707,1.0558,1.0616,347.242971,368.6331380136001
1651482000000,2022-05-02 09:00:00,ENJ/USD,1.0795,1.0838,1.068,1.0702,326.32184,349.229633168
1651478400000,2022-05-02 08:00:00,ENJ/USD,1.0957,1.1,1.0777,1.0795,9558.859469,10318.7887967855
1651474800000,2022-05-02 07:00:00,ENJ/USD,1.1,1.1055,1.0957,1.0957,422.280472,462.6927131704
1651471200000,2022-05-02 06:00:00,ENJ/USD,1.106,1.1114,1.1,1.1,996.086486,1095.6951346
1651467600000,2022-05-02 05:00:00,ENJ/USD,1.1021,1.106,1.0974,1.106,143.531055,158.74534683000002
1651464000000,2022-05-02 04:00:00,ENJ/USD,1.09,1.1041,1.0811,1.1021,5291.186193,5831.4163033053
1651460400000,2022-05-02 03:00:00,ENJ/USD,1.0879,1.0929,1.0879,1.09,88.982621,96.99105689
1651456800000,2022-05-02 02:00:00,ENJ/USD,1.0911,1.0911,1.0814,1.0879,1416.799525,1541.3362032475
1651453200000,2022-05-02 01:00:00,ENJ/USD,1.1016,1.1077,1.0911,1.0911,823.589014,898.6179731754
1651449600000,2022-05-02 00:00:00,ENJ/USD,1.0957,1.1152,1.0925,1.1016,15261.98564,16812.603381024
1651446000000,2022-05-01 23:00:00,ENJ/USD,1.0722,1.1028,1.0666,1.0957,2834.086703,3105.3088004771
1651442400000,2022-05-01 22:00:00,ENJ/USD,1.0728,1.0892,1.0722,1.0722,4172.783467,4474.0584333174
1651438800000,2022-05-01 21:00:00,ENJ/USD,1.0831,1.0857,1.0628,1.0728,22895.955536,24562.7810990208
1651435200000,2022-05-01 20:00:00,ENJ/USD,1.0628,1.0831,1.0592,1.0831,600.924466,650.8612891246
1651431600000,2022-05-01 19:00:00,ENJ/USD,1.062,1.0718,1.0533,1.0628,2611.876671,2775.9025259388
1651428000000,2022-05-01 18:00:00,ENJ/USD,1.1004,1.1004,1.062,1.062,3746.55091,3978.83706642
1651424400000,2022-05-01 17:00:00,ENJ/USD,1.1193,1.1256,1.0975,1.1004,2720.610173,2993.7594343692003
1651420800000,2022-05-01 16:00:00,ENJ/USD,1.1099,1.1229,1.1071,1.1193,2707.769427,3030.8063196411
1651417200000,2022-05-01 15:00:00,ENJ/USD,1.0698,1.1133,1.0671,1.1099,23915.416624,26543.720910977605
1651413600000,2022-05-01 14:00:00,ENJ/USD,1.067,1.0727,1.0556,1.0698,23564.719505,25209.536926449004
1651410000000,2022-05-01 13:00:00,ENJ/USD,1.0691,1.0769,1.0661,1.067,1735.229979,1851.490387593
1651406400000,2022-05-01 12:00:00,ENJ/USD,1.0737,1.0771,1.0639,1.0691,4362.0615,4663.479949649999
1651402800000,2022-05-01 11:00:00,ENJ/USD,1.0867,1.0904,1.0701,1.0737,577.395818,619.9498897866
1651399200000,2022-05-01 10:00:00,ENJ/USD,1.0874,1.0978,1.0836,1.0867,664.497216,722.1091246272
1651395600000,2022-05-01 09:00:00,ENJ/USD,1.0908,1.0967,1.0807,1.0874,305.280462,331.9619743788
1651392000000,2022-05-01 08:00:00,ENJ/USD,1.0762,1.097,1.0762,1.0908,10929.770692,11922.1938708336
1651388400000,2022-05-01 07:00:00,ENJ/USD,1.0812,1.0815,1.0748,1.0762,819.955294,882.4358874028001
1651384800000,2022-05-01 06:00:00,ENJ/USD,1.0833,1.0928,1.0812,1.0812,819.010435,885.514082322
1651381200000,2022-05-01 05:00:00,ENJ/USD,1.0582,1.0888,1.0582,1.0833,2526.29512,2736.735503496
1651377600000,2022-05-01 04:00:00,ENJ/USD,1.0649,1.0878,1.0538,1.0582,5178.772097,5480.1766330454
1651374000000,2022-05-01 03:00:00,ENJ/USD,1.059,1.0718,1.0577,1.0649,764.604157,814.2269667892999
1651370400000,2022-05-01 02:00:00,ENJ/USD,1.0644,1.0825,1.052,1.059,11482.244105,12159.696507195
1651366800000,2022-05-01 01:00:00,ENJ/USD,1.0511,1.1041,1.0332,1.0644,64427.337696,68576.4582436224
1651363200000,2022-05-01 00:00:00,ENJ/USD,1.058,1.0693,1.0365,1.0511,5380.829801,5655.7902038311
1651359600000,2022-04-30 23:00:00,ENJ/USD,1.0911,1.0962,1.0031,1.058,6571.697907,6952.856385606
1651356000000,2022-04-30 22:00:00,ENJ/USD,1.1242,1.1242,1.0911,1.0911,11447.03713,12489.862212543
1651352400000,2022-04-30 21:00:00,ENJ/USD,1.1276,1.1306,1.1221,1.1242,885.689159,995.6917525478
1651348800000,2022-04-30 20:00:00,ENJ/USD,1.1387,1.1387,1.1257,1.1276,1871.102585,2109.855274846
1651345200000,2022-04-30 19:00:00,ENJ/USD,1.1284,1.1397,1.122,1.1387,32529.73323,37041.607229001005
1651341600000,2022-04-30 18:00:00,ENJ/USD,1.1238,1.1329,1.1215,1.1284,5267.249854,5943.5647352536
1651338000000,2022-04-30 17:00:00,ENJ/USD,1.1466,1.1473,1.1192,1.1238,4312.956114,4846.900080913199
1651334400000,2022-04-30 16:00:00,ENJ/USD,1.1528,1.1605,1.1466,1.1466,31581.231435,36211.03996337101
1651330800000,2022-04-30 15:00:00,ENJ/USD,1.146,1.1583,1.1397,1.1528,1107.344438,1276.5466681264002
1651327200000,2022-04-30 14:00:00,ENJ/USD,1.1794,1.1832,1.146,1.146,5387.714437,6174.320744801999
1651323600000,2022-04-30 13:00:00,ENJ/USD,1.1927,1.1994,1.1792,1.1794,3346.566068,3946.9400205992
1651320000000,2022-04-30 12:00:00,ENJ/USD,1.1988,1.2025,1.1909,1.1927,1899.921805,2266.0367368235
1651316400000,2022-04-30 11:00:00,ENJ/USD,1.1953,1.2054,1.1953,1.1988,307.91886,369.133129368
1651312800000,2022-04-30 10:00:00,ENJ/USD,1.1911,1.2044,1.19,1.1953,4174.561135,4989.8529246655
1651309200000,2022-04-30 09:00:00,ENJ/USD,1.1968,1.1995,1.1892,1.1911,474.365118,565.0162920498
1651305600000,2022-04-30 08:00:00,ENJ/USD,1.2093,1.2093,1.19,1.1968,640.190115,766.179529632
1651302000000,2022-04-30 07:00:00,ENJ/USD,1.2165,1.2211,1.2066,1.2093,764.252956,924.2110996908
1651298400000,2022-04-30 06:00:00,ENJ/USD,1.2214,1.2214,1.2139,1.2165,339.128462,412.549774023
1651294800000,2022-04-30 05:00:00,ENJ/USD,1.2118,1.2222,1.2117,1.2214,286.651033,350.1155717062
1651291200000,2022-04-30 04:00:00,ENJ/USD,1.205,1.2118,1.2027,1.2118,376.76367,456.562215306
1651287600000,2022-04-30 03:00:00,ENJ/USD,1.2135,1.2146,1.1997,1.205,743.326025,895.707860125
1651284000000,2022-04-30 02:00:00,ENJ/USD,1.2223,1.2228,1.2108,1.2135,1038.955816,1260.772882716
1651280400000,2022-04-30 01:00:00,ENJ/USD,1.2162,1.2224,1.2146,1.2223,2694.766864,3293.8135378672
1651276800000,2022-04-30 00:00:00,ENJ/USD,1.2079,1.2169,1.2071,1.2162,1094.74385,1331.42747037
1651273200000,2022-04-29 23:00:00,ENJ/USD,1.2046,1.2154,1.2012,1.2079,1480.431707,1788.2134588852998
1651269600000,2022-04-29 22:00:00,ENJ/USD,1.191,1.2056,1.1874,1.2046,3073.791166,3702.6888385636
1651266000000,2022-04-29 21:00:00,ENJ/USD,1.194,1.1977,1.188,1.191,4860.299113,5788.616243583
1651262400000,2022-04-29 20:00:00,ENJ/USD,1.1884,1.1966,1.1884,1.194,17022.136694,20324.431212636
1651258800000,2022-04-29 19:00:00,ENJ/USD,1.2035,1.2094,1.1769,1.1884,23772.470458,28251.2038922872
1651255200000,2022-04-29 18:00:00,ENJ/USD,1.2231,1.2236,1.2,1.2035,6722.441653,8090.4585293855
1651251600000,2022-04-29 17:00:00,ENJ/USD,1.2207,1.2273,1.212,1.2231,11557.564722,14136.0574114782
1651248000000,2022-04-29 16:00:00,ENJ/USD,1.2377,1.2394,1.2168,1.2207,5913.653438,7218.796751766599
1651244400000,2022-04-29 15:00:00,ENJ/USD,1.2377,1.2432,1.2344,1.2377,1971.801351,2440.4985321327003
1651240800000,2022-04-29 14:00:00,ENJ/USD,1.2544,1.2553,1.2323,1.2377,467.104761,578.1355626897
1651237200000,2022-04-29 13:00:00,ENJ/USD,1.2478,1.2546,1.2435,1.2544,349.530281,438.4507844864
1651233600000,2022-04-29 12:00:00,ENJ/USD,1.2417,1.2535,1.2358,1.2478,1760.719235,2197.025461433
1651230000000,2022-04-29 11:00:00,ENJ/USD,1.2382,1.2444,1.2374,1.2417,2248.10438,2791.4712086460004
1651226400000,2022-04-29 10:00:00,ENJ/USD,1.2646,1.2646,1.2263,1.2382,11947.574068,14793.4862109976
1651222800000,2022-04-29 09:00:00,ENJ/USD,1.275,1.275,1.2632,1.2646,246.546793,311.7830744278
1651219200000,2022-04-29 08:00:00,ENJ/USD,1.2862,1.2906,1.275,1.275,752.036934,958.84709085
1651215600000,2022-04-29 07:00:00,ENJ/USD,1.2827,1.2876,1.2782,1.2862,391.504661,503.5532949782
1651212000000,2022-04-29 06:00:00,ENJ/USD,1.2729,1.2831,1.2721,1.2827,4243.527751,5443.173046207699
1651208400000,2022-04-29 05:00:00,ENJ/USD,1.273,1.2805,1.2711,1.2729,20816.45189,26497.261610781
1651204800000,2022-04-29 04:00:00,ENJ/USD,1.2675,1.276,1.2608,1.273,1633.431387,2079.358155651
1651201200000,2022-04-29 03:00:00,ENJ/USD,1.266,1.2748,1.266,1.2675,665.325179,843.2996643825
1651197600000,2022-04-29 02:00:00,ENJ/USD,1.2911,1.2956,1.266,1.266,925.538392,1171.731604272
1651194000000,2022-04-29 01:00:00,ENJ/USD,1.2994,1.3018,1.2911,1.2911,448.945153,579.6330870383
1651190400000,2022-04-29 00:00:00,ENJ/USD,1.2974,1.3004,1.2917,1.2994,1831.445411,2379.7801670534
1651186800000,2022-04-28 23:00:00,ENJ/USD,1.2929,1.3019,1.2871,1.2974,924.142631,1198.9826494594
1651183200000,2022-04-28 22:00:00,ENJ/USD,1.2866,1.2929,1.2831,1.2929,5206.162335,6731.0472829215
1651179600000,2022-04-28 21:00:00,ENJ/USD,1.2924,1.2956,1.2824,1.2866,24409.207459,31404.8863167494
1651176000000,2022-04-28 20:00:00,ENJ/USD,1.2887,1.2944,1.2815,1.2924,3721.067851,4809.1080906324
1651172400000,2022-04-28 19:00:00,ENJ/USD,1.3018,1.3124,1.2887,1.2887,710.494513,915.6142789031
1651168800000,2022-04-28 18:00:00,ENJ/USD,1.3091,1.3128,1.3018,1.3018,1287.113147,1675.5638947646
1651165200000,2022-04-28 17:00:00,ENJ/USD,1.2939,1.3092,1.2913,1.3091,1217.88507,1594.333345137
1651161600000,2022-04-28 16:00:00,ENJ/USD,1.2859,1.2939,1.2704,1.2939,1094.015855,1415.5471147845
1651158000000,2022-04-28 15:00:00,ENJ/USD,1.2845,1.3059,1.2778,1.2859,3009.519574,3869.9412202066
1651154400000,2022-04-28 14:00:00,ENJ/USD,1.2839,1.2846,1.2698,1.2845,1304.117682,1675.139162529
1651150800000,2022-04-28 13:00:00,ENJ/USD,1.2992,1.2998,1.2796,1.2839,35046.703421,44996.4625222219
1651147200000,2022-04-28 12:00:00,ENJ/USD,1.3144,1.3185,1.2992,1.2992,505.866816,657.2221673472
1651143600000,2022-04-28 11:00:00,ENJ/USD,1.3094,1.3146,1.3072,1.3144,3176.410709,4175.0742359096
1651140000000,2022-04-28 10:00:00,ENJ/USD,1.3187,1.3187,1.305,1.3094,219.556877,287.48777474379995
1651136400000,2022-04-28 09:00:00,ENJ/USD,1.3178,1.3253,1.3178,1.3187,711.806316,938.6589889092
1651132800000,2022-04-28 08:00:00,ENJ/USD,1.3103,1.3246,1.3046,1.3178,1587.004891,2091.3550453598
1651129200000,2022-04-28 07:00:00,ENJ/USD,1.3,1.3158,1.2984,1.3103,1850.971234,2425.3276079102
1651125600000,2022-04-28 06:00:00,ENJ/USD,1.2937,1.3018,1.2915,1.3,1434.762278,1865.1909614
1651122000000,2022-04-28 05:00:00,ENJ/USD,1.2957,1.3006,1.2914,1.2937,998.896254,1292.2720837998002
1651118400000,2022-04-28 04:00:00,ENJ/USD,1.2968,1.3014,1.2947,1.2957,930.461985,1205.5995939645002
1651114800000,2022-04-28 03:00:00,ENJ/USD,1.3015,1.3044,1.2948,1.2968,804.863262,1043.7466781616
1651111200000,2022-04-28 02:00:00,ENJ/USD,1.2926,1.3064,1.2926,1.3015,321.259473,418.11920410950006
1651107600000,2022-04-28 01:00:00,ENJ/USD,1.3044,1.3134,1.2926,1.2926,2535.660327,3277.5945386802
1651104000000,2022-04-28 00:00:00,ENJ/USD,1.3068,1.3091,1.2978,1.3044,10854.359559,14158.4266087596
1651100400000,2022-04-27 23:00:00,ENJ/USD,1.291,1.3082,1.2906,1.3068,2101.357441,2746.0539038988
1651096800000,2022-04-27 22:00:00,ENJ/USD,1.2985,1.3039,1.291,1.291,1805.326904,2330.677033064
1651093200000,2022-04-27 21:00:00,ENJ/USD,1.293,1.3004,1.2921,1.2985,439.507132,570.700010902
1651089600000,2022-04-27 20:00:00,ENJ/USD,1.2811,1.2959,1.279,1.293,938.346491,1213.282012863
1651086000000,2022-04-27 19:00:00,ENJ/USD,1.2864,1.2864,1.2736,1.2811,1722.662529,2206.9029659019
1651082400000,2022-04-27 18:00:00,ENJ/USD,1.2949,1.3028,1.2841,1.2864,1263.642143,1625.5492527552
1651078800000,2022-04-27 17:00:00,ENJ/USD,1.2957,1.2959,1.2868,1.2949,1469.486162,1902.8376311738
1651075200000,2022-04-27 16:00:00,ENJ/USD,1.3007,1.309,1.2934,1.2957,2092.737524,2711.5600098468003
1651071600000,2022-04-27 15:00:00,ENJ/USD,1.2924,1.3065,1.2876,1.3007,12619.182521,16413.7707050647
1651068000000,2022-04-27 14:00:00,ENJ/USD,1.3143,1.3143,1.2876,1.2924,386.3623,499.33463652
1651064400000,2022-04-27 13:00:00,ENJ/USD,1.2899,1.3198,1.2834,1.3143,2289.704,3009.3579672
1651060800000,2022-04-27 12:00:00,ENJ/USD,1.2942,1.3018,1.2876,1.2899,428.826473,553.1432675227001
1651057200000,2022-04-27 11:00:00,ENJ/USD,1.3091,1.3101,1.2905,1.2942,507.794766,657.1879861571999
1651053600000,2022-04-27 10:00:00,ENJ/USD,1.3083,1.3091,1.3022,1.3091,285.295845,373.4807906895
1651050000000,2022-04-27 09:00:00,ENJ/USD,1.302,1.3091,1.2957,1.3083,323.461905,423.1852103115
1651046400000,2022-04-27 08:00:00,ENJ/USD,1.3175,1.3247,1.2956,1.302,948.793279,1235.328849258
1651042800000,2022-04-27 07:00:00,ENJ/USD,1.3134,1.3175,1.3114,1.3175,140.411037,184.9915412475
1651039200000,2022-04-27 06:00:00,ENJ/USD,1.299,1.3134,1.2987,1.3134,1355.080695,1779.762984813
1651035600000,2022-04-27 05:00:00,ENJ/USD,1.2943,1.3055,1.2939,1.299,912.00652,1184.69646948
1651032000000,2022-04-27 04:00:00,ENJ/USD,1.2825,1.2943,1.281,1.2943,1275.784177,1651.2474602911
1651028400000,2022-04-27 03:00:00,ENJ/USD,1.2956,1.2956,1.2818,1.2825,890.914894,1142.598351555
1651024800000,2022-04-27 02:00:00,ENJ/USD,1.2936,1.2997,1.2916,1.2956,1170.793548,1516.8801207888002
1651021200000,2022-04-27 01:00:00,ENJ/USD,1.2727,1.2951,1.2727,1.2936,1922.923682,2487.4940750352
1651017600000,2022-04-27 00:00:00,ENJ/USD,1.2786,1.2793,1.259,1.2727,5628.018593,7162.779263311099
1651014000000,2022-04-26 23:00:00,ENJ/USD,1.2905,1.2959,1.259,1.2786,2262.252335,2892.515835531
1651010400000,2022-04-26 22:00:00,ENJ/USD,1.3019,1.3076,1.2905,1.2905,3527.752181,4552.5641895805
1651006800000,2022-04-26 21:00:00,ENJ/USD,1.2904,1.3048,1.2865,1.3019,3661.71989,4767.193124791
1651003200000,2022-04-26 20:00:00,ENJ/USD,1.2883,1.2935,1.27,1.2904,3416.245577,4408.3232925608
1650999600000,2022-04-26 19:00:00,ENJ/USD,1.3068,1.3108,1.2751,1.2883,4485.037746,5778.0741281718
1650996000000,2022-04-26 18:00:00,ENJ/USD,1.3058,1.3068,1.2948,1.3068,2507.163701,3276.3615244668
1650992400000,2022-04-26 17:00:00,ENJ/USD,1.3188,1.3188,1.2978,1.3058,2950.806579,3853.1632308582
1650988800000,2022-04-26 16:00:00,ENJ/USD,1.295,1.3198,1.2895,1.3188,6173.277712,8141.3186465856
1650985200000,2022-04-26 15:00:00,ENJ/USD,1.3097,1.3202,1.295,1.295,15831.945581,20502.369527395
1650981600000,2022-04-26 14:00:00,ENJ/USD,1.3391,1.3419,1.3097,1.3097,4893.006242,6408.370275147401
1650978000000,2022-04-26 13:00:00,ENJ/USD,1.3641,1.3691,1.3388,1.3391,18506.633054,24782.2323226114
1650974400000,2022-04-26 12:00:00,ENJ/USD,1.3811,1.389,1.3625,1.3641,674.387988,919.9326544308
1650970800000,2022-04-26 11:00:00,ENJ/USD,1.3791,1.3859,1.3693,1.3811,1046.120644,1444.7972214284
1650967200000,2022-04-26 10:00:00,ENJ/USD,1.3855,1.388,1.3786,1.3791,236.114987,325.6261785717
1650963600000,2022-04-26 09:00:00,ENJ/USD,1.396,1.4009,1.3805,1.3855,385.257923,533.7748523165
1650960000000,2022-04-26 08:00:00,ENJ/USD,1.4042,1.4097,1.396,1.396,95.534976,133.366826496
1650956400000,2022-04-26 07:00:00,ENJ/USD,1.398,1.4099,1.3894,1.4042,542.185172,761.3364185223999
1650952800000,2022-04-26 06:00:00,ENJ/USD,1.4185,1.4185,1.398,1.398,481.290263,672.8437876739999
1650949200000,2022-04-26 05:00:00,ENJ/USD,1.3893,1.4194,1.3893,1.4185,634.237719,899.6662044015001
1650945600000,2022-04-26 04:00:00,ENJ/USD,1.38,1.3893,1.3776,1.3893,1223.866159,1700.3172546986998
1650942000000,2022-04-26 03:00:00,ENJ/USD,1.3684,1.38,1.3656,1.38,626.059052,863.9614917599998
1650938400000,2022-04-26 02:00:00,ENJ/USD,1.3735,1.3764,1.3655,1.3684,273.161465,373.794148706
1650934800000,2022-04-26 01:00:00,ENJ/USD,1.3891,1.3897,1.3731,1.3735,4638.227108,6370.604932838
1650931200000,2022-04-26 00:00:00,ENJ/USD,1.3777,1.396,1.3777,1.3891,569.463845,791.0422270895
1650927600000,2022-04-25 23:00:00,ENJ/USD,1.3749,1.3843,1.3746,1.3777,5687.406599,7835.540071442299
1650924000000,2022-04-25 22:00:00,ENJ/USD,1.3755,1.3788,1.37,1.3749,1622.601951,2230.9154224299
1650920400000,2022-04-25 21:00:00,ENJ/USD,1.3675,1.3758,1.3673,1.3755,41.503875,57.0885800625
1650916800000,2022-04-25 20:00:00,ENJ/USD,1.3707,1.3756,1.3653,1.3675,548.503258,750.0782053149999
1650913200000,2022-04-25 19:00:00,ENJ/USD,1.356,1.3719,1.3474,1.3707,2928.484397,4014.0735629679
1650909600000,2022-04-25 18:00:00,ENJ/USD,1.3368,1.3585,1.3304,1.356,1882.085736,2552.108258016
1650906000000,2022-04-25 17:00:00,ENJ/USD,1.3394,1.3454,1.3313,1.3368,2770.933811,3704.1843185448
1650902400000,2022-04-25 16:00:00,ENJ/USD,1.3183,1.3459,1.318,1.3394,25694.634652,34415.3936528888
1650898800000,2022-04-25 15:00:00,ENJ/USD,1.3267,1.3318,1.3168,1.3183,554.94799,731.587935217
1650895200000,2022-04-25 14:00:00,ENJ/USD,1.3172,1.3351,1.31,1.3267,27530.856983,36525.187959346105
1650891600000,2022-04-25 13:00:00,ENJ/USD,1.3232,1.3303,1.3097,1.3172,3382.751587,4455.7603903964
1650888000000,2022-04-25 12:00:00,ENJ/USD,1.3182,1.3312,1.3182,1.3232,22673.839776,30002.0247916032
1650884400000,2022-04-25 11:00:00,ENJ/USD,1.3002,1.3201,1.2905,1.3182,2727.465955,3595.345621881
1650880800000,2022-04-25 10:00:00,ENJ/USD,1.3004,1.305,1.298,1.3002,428.521828,557.1640807656
1650877200000,2022-04-25 09:00:00,ENJ/USD,1.2897,1.3004,1.2809,1.3004,806.268022,1048.4709358088
1650873600000,2022-04-25 08:00:00,ENJ/USD,1.2929,1.3004,1.2871,1.2897,9193.729069,11857.152380289304
1650870000000,2022-04-25 07:00:00,ENJ/USD,1.3006,1.3025,1.2828,1.2929,2141.52421,2768.776651109
1650866400000,2022-04-25 06:00:00,ENJ/USD,1.331,1.3312,1.3,1.3006,2776.820837,3611.5331806022
1650862800000,2022-04-25 05:00:00,ENJ/USD,1.345,1.3473,1.3293,1.331,3599.599687,4791.067183397
1650859200000,2022-04-25 04:00:00,ENJ/USD,1.3484,1.3503,1.3436,1.345,2638.384711,3548.6274362950003
1650855600000,2022-04-25 03:00:00,ENJ/USD,1.3357,1.353,1.3357,1.3484,2542.45486,3428.246133224
1650852000000,2022-04-25 02:00:00,ENJ/USD,1.3364,1.3397,1.3293,1.3357,557.552876,744.7233764732
1650848400000,2022-04-25 01:00:00,ENJ/USD,1.3257,1.3376,1.3223,1.3364,5320.449334,7110.2484899576
1650844800000,2022-04-25 00:00:00,ENJ/USD,1.3881,1.3884,1.3162,1.3257,12813.739041,16987.173846653703
1650841200000,2022-04-24 23:00:00,ENJ/USD,1.3941,1.4077,1.3859,1.3881,399.818234,554.9876906154
1650837600000,2022-04-24 22:00:00,ENJ/USD,1.3967,1.4073,1.3911,1.3941,1621.642929,2260.7324073189
1650834000000,2022-04-24 21:00:00,ENJ/USD,1.3832,1.3995,1.3811,1.3967,428.196831,598.0625138577
1650830400000,2022-04-24 20:00:00,ENJ/USD,1.3967,1.3993,1.3832,1.3832,1405.382916,1943.9256494112
1650826800000,2022-04-24 19:00:00,ENJ/USD,1.3921,1.3998,1.3912,1.3967,964.754643,1347.4728098781
1650823200000,2022-04-24 18:00:00,ENJ/USD,1.374,1.3921,1.374,1.3921,264.703603,368.4938857363
1650819600000,2022-04-24 17:00:00,ENJ/USD,1.3861,1.3861,1.3673,1.374,1189.990849,1635.0474265260002
1650816000000,2022-04-24 16:00:00,ENJ/USD,1.3908,1.3908,1.3693,1.3861,1834.865896,2543.3076184456004
1650812400000,2022-04-24 15:00:00,ENJ/USD,1.3925,1.3933,1.3803,1.3908,3673.982217,5109.7744674036
1650808800000,2022-04-24 14:00:00,ENJ/USD,1.3813,1.3938,1.3685,1.3925,7020.920246,9776.631442555
1650805200000,2022-04-24 13:00:00,ENJ/USD,1.3936,1.3936,1.3731,1.3813,1149.196647,1587.3853285011
1650801600000,2022-04-24 12:00:00,ENJ/USD,1.3954,1.3994,1.3882,1.3936,1150.627111,1603.5139418896
1650798000000,2022-04-24 11:00:00,ENJ/USD,1.4086,1.4087,1.3945,1.3954,708.806558,989.0686710332
1650794400000,2022-04-24 10:00:00,ENJ/USD,1.4111,1.4136,1.4051,1.4086,16.080127,22.6504668922
1650790800000,2022-04-24 09:00:00,ENJ/USD,1.4072,1.414,1.4069,1.4111,149.412644,210.8361819484
1650787200000,2022-04-24 08:00:00,ENJ/USD,1.414,1.4173,1.4069,1.4072,288.237613,405.6079690136
